workerid,response6,response7,response4,response5,response2,response3,response1,response8,response9,pref9,obj1,obj3,obj2,ambiguous,itemCode,slide_number,condition,trial_type,target,pref4,pref8,item,numFeatures,pref1,pref2,pref3,utterance,pref5,pref6,pref7
1,0.65,NA,0.1,0.8,0.15,0.7,0,NA,NA,NA,NA,122,221,False,121111,11,NA,prior_inference,333,clouds,NA,2166,NA,blue things,red things,green things,polka-dotted,circles,squares,NA
1,0.7,NA,0.15,0.3,0.2,0.2,0.8,NA,NA,NA,NA,211,312,True,321111,12,NA,prior_inference,113,blue things,NA,2093,NA,clouds,circles,squares,solid,red things,green things,NA
1,0.1,NA,0.7,0.55,0.2,0.85,0.05,NA,NA,NA,NA,213,112,False,122122,13,NA,prior_inference,133,clouds,NA,1306,NA,blue things,red things,green things,polka-dotted,circles,squares,NA
1,0,NA,0,0.5,0,1,0.5,NA,NA,NA,NA,132,132,False,123232,14,NA,prior_inference,232,blue things,NA,2347,NA,solid things,striped things,polka-dotted things,circle,red things,green things,NA
1,0.8,NA,0,0.8,0,0.65,0.45,NA,NA,NA,NA,213,333,True,212112,15,NA,prior_inference,331,clouds,NA,1729,NA,blue things,red things,green things,polka-dotted,circles,squares,NA
1,NA,NA,NA,NA,0.9,0.05,0.6,NA,NA,NA,111,111,111,False,NA,17,323232,utterance_choice,NA,NA,NA,1980,3,blue,cloud,solid,NA,NA,NA,NA
1,0.65,NA,0.7,0.5,0.3,0.3,0.85,NA,NA,NA,123,311,123,False,NA,18,212121,utterance_choice,NA,cloud,NA,933,6,green,square,blue,NA,solid,striped,NA
1,0.3,0.45,0.45,0.45,0.3,0.4,0.35,NA,NA,NA,112,213,311,True,NA,19,321111,utterance_choice,NA,cloud,NA,2074,7,blue,red,solid,NA,square,green,circle
1,0.55,NA,0.25,0.3,0.6,0.15,0.9,NA,NA,NA,131,111,332,True,NA,20,212222,utterance_choice,NA,red,NA,292,6,polka-dotted,blue,solid,NA,square,cloud,NA
1,0.2,0.25,0.25,0.85,0.4,0.3,0.25,NA,NA,NA,121,233,132,True,NA,21,122111,utterance_choice,NA,circle,NA,76,7,cloud,striped,red,NA,polka-dotted,blue,green
1,0.4,0.2,0.3,0.25,0.25,0.25,0.9,NA,NA,NA,232,321,131,True,NA,22,112112,utterance_choice,NA,circle,NA,1225,7,polka-dotted,square,cloud,NA,red,blue,striped
1,NA,NA,NA,NA,1,0.15,0.55,NA,NA,NA,211,211,211,False,NA,23,323232,utterance_choice,NA,NA,NA,1999,3,blue,circle,solid,NA,NA,NA,NA
1,NA,NA,1,0,0.75,0.7,0.2,NA,NA,NA,121,323,323,True,NA,24,123212,utterance_choice,NA,striped,NA,1895,5,blue,green,square,NA,cloud,NA,NA
1,NA,NA,0.75,NA,1,0.15,0.3,NA,NA,NA,112,312,312,True,NA,25,123232,utterance_choice,NA,square,NA,2341,4,cloud,red,solid,NA,NA,NA,NA
1,0.75,NA,0.25,0.25,0.65,0.2,0.85,NA,NA,NA,312,233,233,False,NA,26,121212,utterance_choice,NA,red,NA,1666,6,polka-dotted,circle,square,NA,solid,green,NA
2,0,NA,0.6,0,0,0.8,0.25,NA,NA,NA,NA,311,133,False,112122,6,NA,prior_inference,231,blue things,NA,874,NA,solid things,striped things,polka-dotted things,circle,red things,green things,NA
2,0.55,NA,0,0,0.8,0,0,NA,NA,NA,NA,232,323,True,212122,7,NA,prior_inference,223,blue things,NA,708,NA,clouds,circles,squares,striped,red things,green things,NA
2,0.15,NA,0,0.65,0.25,0.15,0.65,NA,NA,NA,NA,133,211,False,212121,8,NA,prior_inference,211,clouds,NA,924,NA,solid things,striped things,polka-dotted things,blue,circles,squares,NA
2,0.2,NA,0.5,0.2,0,1,0.2,NA,NA,NA,NA,332,112,True,212112,9,NA,prior_inference,113,clouds,NA,1740,NA,blue things,red things,green things,solid,circles,squares,NA
2,0.3,NA,0.6,0.35,0,1,0.2,NA,NA,NA,NA,211,312,True,213211,10,NA,prior_inference,313,solid things,NA,303,NA,blue things,red things,green things,square,striped things,polka-dotted things,NA
2,0.15,NA,0.55,0.15,0.5,0.2,0.25,NA,NA,NA,NA,132,122,False,113232,11,NA,prior_inference,112,clouds,NA,2371,NA,blue things,red things,green things,solid,circles,squares,NA
2,0.65,NA,0.1,0.15,0.35,0.05,0.9,NA,NA,NA,NA,311,233,True,212122,12,NA,prior_inference,231,solid things,NA,729,NA,blue things,red things,green things,circle,striped things,polka-dotted things,NA
2,0.25,NA,0.75,0,0.15,1,0.05,NA,NA,NA,NA,121,113,True,322121,13,NA,prior_inference,113,solid things,NA,1574,NA,blue things,red things,green things,cloud,striped things,polka-dotted things,NA
2,0,NA,1,0.15,0,0.65,0.15,NA,NA,NA,NA,213,333,True,212112,14,NA,prior_inference,331,blue things,NA,1729,NA,clouds,circles,squares,polka-dotted,red things,green things,NA
2,0.8,NA,0.15,0.15,0.15,0.8,0.1,NA,NA,NA,NA,123,233,False,122111,15,NA,prior_inference,331,clouds,NA,52,NA,solid things,striped things,polka-dotted things,blue,circles,squares,NA
2,0,NA,0.1,0.85,0.05,0,0,NA,NA,NA,113,321,113,False,NA,17,212121,utterance_choice,NA,striped,NA,915,6,blue,green,cloud,NA,square,solid,NA
2,NA,NA,0,0.25,0,0.25,0.95,NA,NA,NA,331,322,321,True,NA,18,213212,utterance_choice,NA,red,NA,597,5,square,polka-dotted,striped,NA,blue,NA,NA
2,0,0,0,0,0.6,0,0.65,NA,NA,NA,222,131,123,True,NA,19,112112,utterance_choice,NA,blue,NA,1210,7,cloud,striped,green,NA,circle,red,polka-dotted
2,0.3,NA,0,0.2,0,0,0,NA,NA,NA,312,233,233,False,NA,20,121212,utterance_choice,NA,solid,NA,1679,6,circle,red,square,NA,polka-dotted,green,NA
2,NA,NA,0,NA,1,0.1,1,NA,NA,NA,131,231,131,True,NA,21,213232,utterance_choice,NA,circle,NA,2265,4,blue,polka-dotted,cloud,NA,NA,NA,NA
2,NA,NA,1,0,0.1,0.65,0.5,NA,NA,NA,321,311,121,True,NA,22,212232,utterance_choice,NA,blue,NA,1159,5,striped,solid,square,NA,cloud,NA,NA
2,0.4,NA,0,0.1,0,0.1,0.2,NA,NA,NA,311,122,311,False,NA,23,212121,utterance_choice,NA,cloud,NA,945,6,blue,red,solid,NA,striped,square,NA
2,0,0,0,0.15,0.15,0.15,0,0.15,0.15,polka-dotted,211,333,122,False,NA,24,111111,utterance_choice,NA,red,blue,1286,9,square,circle,cloud,NA,green,striped,solid
2,0,0,0,0,0.75,0.65,0,NA,NA,NA,122,311,221,True,NA,25,211112,utterance_choice,NA,solid,NA,1640,7,red,blue,striped,NA,square,cloud,circle
2,NA,NA,1,0.6,0.5,0,0,NA,NA,NA,232,222,231,True,NA,26,322122,utterance_choice,NA,circle,NA,2043,5,blue,red,striped,NA,polka-dotted,NA,NA
3,0.35,NA,0.5,0.65,0.6,0.5,0.5,NA,NA,NA,NA,321,213,True,212111,6,NA,prior_inference,212,clouds,NA,106,NA,blue things,red things,green things,solid,circles,squares,NA
3,0.35,NA,0.6,0.35,0.65,0.25,0.25,NA,NA,NA,NA,231,133,False,122111,7,NA,prior_inference,122,clouds,NA,99,NA,blue things,red things,green things,striped,circles,squares,NA
3,0.5,NA,0.65,0.5,0.5,0.5,0.5,NA,NA,NA,NA,333,323,True,323211,8,NA,prior_inference,313,solid things,NA,2223,NA,blue things,red things,green things,square,striped things,polka-dotted things,NA
3,0.45,NA,0.65,0.45,0.5,0.5,0.5,NA,NA,NA,NA,123,122,True,213212,9,NA,prior_inference,112,solid things,NA,600,NA,clouds,circles,squares,red,striped things,polka-dotted things,NA
3,0.5,NA,0.65,0.5,0.5,0.5,0.5,NA,NA,NA,NA,322,212,True,212112,10,NA,prior_inference,211,blue things,NA,1715,NA,clouds,circles,squares,solid,red things,green things,NA
3,0.5,NA,0.5,0.7,0.5,0.7,0.5,NA,NA,NA,NA,223,121,True,211112,11,NA,prior_inference,132,blue things,NA,1642,NA,solid things,striped things,polka-dotted things,cloud,red things,green things,NA
3,0.5,NA,0.5,0.5,0.35,0.65,0.35,NA,NA,NA,NA,113,213,False,121112,12,NA,prior_inference,332,blue things,NA,968,NA,clouds,circles,squares,polka-dotted,red things,green things,NA
3,0.5,NA,0.5,0.6,0.5,0.5,0.5,NA,NA,NA,NA,321,311,False,113212,13,NA,prior_inference,231,clouds,NA,1071,NA,blue things,red things,green things,polka-dotted,circles,squares,NA
3,0.35,NA,0.5,0.65,0.5,0.5,0.5,NA,NA,NA,NA,332,113,True,212122,14,NA,prior_inference,112,blue things,NA,738,NA,solid things,striped things,polka-dotted things,cloud,red things,green things,NA
3,0.5,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,212,232,False,213232,15,NA,prior_inference,232,blue things,NA,2261,NA,clouds,circles,squares,polka-dotted,red things,green things,NA
3,NA,NA,NA,NA,0.5,0.5,1,NA,NA,NA,213,213,213,False,NA,17,323232,utterance_choice,NA,NA,NA,1998,3,circle,solid,green,NA,NA,NA,NA
3,0.5,NA,0.35,0.55,0.8,0.45,0.55,NA,NA,NA,322,111,322,False,NA,18,212121,utterance_choice,NA,red,NA,948,6,square,solid,blue,NA,striped,cloud,NA
3,NA,NA,0.55,0.65,0.6,0.75,0.35,NA,NA,NA,332,132,331,True,NA,19,322122,utterance_choice,NA,square,NA,2014,5,red,cloud,polka-dotted,NA,blue,NA,NA
3,0.55,NA,0.1,0.7,0.65,0.35,0.65,NA,NA,NA,321,312,332,True,NA,20,321112,utterance_choice,NA,square,NA,408,6,blue,polka-dotted,red,NA,solid,striped,NA
3,NA,NA,0.6,0.55,0.4,0.15,0.6,NA,NA,NA,121,331,131,True,NA,21,213212,utterance_choice,NA,striped,NA,555,5,polka-dotted,cloud,blue,NA,square,NA,NA
3,0.6,0.6,0.4,0.35,0.55,0.25,0.6,0.45,0.4,red,223,312,131,False,NA,22,111111,utterance_choice,NA,striped,green,1290,9,blue,solid,square,NA,polka-dotted,cloud,circle
3,0.4,0.35,0.75,0.45,0.35,0.6,0.55,NA,NA,NA,333,221,332,True,NA,23,112121,utterance_choice,NA,polka-dotted,NA,608,7,circle,red,square,NA,striped,green,blue
3,0.3,NA,0.35,0.25,0.7,0.15,0.75,NA,NA,NA,211,223,233,True,NA,24,321112,utterance_choice,NA,solid,NA,407,6,circle,green,striped,NA,polka-dotted,blue,NA
3,NA,NA,NA,NA,0.5,0.5,0.5,NA,NA,NA,132,132,132,False,NA,25,323232,utterance_choice,NA,NA,NA,1969,3,cloud,red,polka-dotted,NA,NA,NA,NA
3,0.25,0.2,0.85,0.4,0.6,0.4,0.35,NA,NA,NA,211,321,131,True,NA,26,321111,utterance_choice,NA,blue,NA,2071,7,polka-dotted,striped,solid,NA,cloud,square,circle
4,1,NA,0,0,0,0,1,NA,NA,NA,NA,211,132,True,212211,6,NA,prior_inference,312,clouds,NA,689,NA,solid things,striped things,polka-dotted things,red,circles,squares,NA
4,1,NA,0,0,0,0,0,NA,NA,NA,NA,223,332,False,212121,7,NA,prior_inference,332,clouds,NA,925,NA,blue things,red things,green things,polka-dotted,circles,squares,NA
4,0,NA,0,0,1,0,0,NA,NA,NA,NA,113,333,False,113211,8,NA,prior_inference,223,blue things,NA,1389,NA,clouds,circles,squares,striped,red things,green things,NA
4,0,NA,0,1,0,0,1,NA,NA,NA,NA,311,231,True,321111,9,NA,prior_inference,121,solid things,NA,2094,NA,clouds,circles,squares,blue,striped things,polka-dotted things,NA
4,0,NA,1,0,0,1,0,NA,NA,NA,NA,233,221,False,111112,10,NA,prior_inference,312,solid things,NA,2122,NA,clouds,circles,squares,red,striped things,polka-dotted things,NA
4,1,NA,0,0,0,0,1,NA,NA,NA,NA,122,332,True,212112,11,NA,prior_inference,331,solid things,NA,1737,NA,blue things,red things,green things,square,striped things,polka-dotted things,NA
4,0,NA,0.95,0,0,0,0,NA,NA,NA,NA,111,221,True,212232,12,NA,prior_inference,211,blue things,NA,1177,NA,solid things,striped things,polka-dotted things,circle,red things,green things,NA
4,0,NA,0,0.85,0,1,0.7,NA,NA,NA,NA,132,132,False,123232,13,NA,prior_inference,232,blue things,NA,2347,NA,solid things,striped things,polka-dotted things,circle,red things,green things,NA
4,0,NA,0.95,0,0,0,1,NA,NA,NA,NA,312,211,True,322111,14,NA,prior_inference,111,blue things,NA,1403,NA,clouds,circles,squares,solid,red things,green things,NA
4,0.35,NA,0.3,0.9,0.4,1,0.4,NA,NA,NA,NA,313,212,True,322122,15,NA,prior_inference,213,clouds,NA,2037,NA,blue things,red things,green things,solid,circles,squares,NA
4,0.15,0,1,1,0,0,0,NA,NA,NA,332,113,213,True,NA,17,121112,utterance_choice,NA,solid,NA,968,7,circle,polka-dotted,red,NA,green,cloud,square
4,NA,NA,NA,NA,0,0,1,NA,NA,NA,212,212,212,False,NA,18,323232,utterance_choice,NA,NA,NA,1978,3,red,solid,circle,NA,NA,NA,NA
4,0,0,0,0,0,1,0,0,0,blue,231,113,322,False,NA,19,111111,utterance_choice,NA,striped,circle,1291,9,square,polka-dotted,solid,NA,green,red,cloud
4,0.05,0.05,0,0,0.85,0.05,0.2,NA,NA,NA,212,113,221,True,NA,20,212211,utterance_choice,NA,red,NA,654,7,cloud,solid,blue,NA,striped,green,circle
4,0.85,NA,0.25,0.25,0.95,0.2,0.7,NA,NA,NA,232,111,232,False,NA,21,212121,utterance_choice,NA,blue,NA,938,6,polka-dotted,solid,cloud,NA,circle,red,NA
4,0.05,0,0.75,0,0,0,0,0.05,0,square,332,113,221,False,NA,22,111111,utterance_choice,NA,solid,green,1282,9,circle,polka-dotted,cloud,NA,red,blue,striped
4,0.85,NA,0.2,0.25,0.1,0.25,0.15,NA,NA,NA,121,312,122,True,NA,23,212112,utterance_choice,NA,blue,NA,1724,6,striped,red,cloud,NA,square,solid,NA
4,NA,NA,0,0.9,0.1,0.95,0.15,NA,NA,NA,212,113,212,True,NA,24,212132,utterance_choice,NA,green,NA,223,5,cloud,circle,solid,NA,red,NA,NA
4,0.85,0.25,0.2,0.25,0.2,0.2,0.4,NA,NA,NA,212,133,222,True,NA,25,112121,utterance_choice,NA,striped,NA,609,7,red,green,polka-dotted,NA,cloud,circle,solid
4,NA,NA,0.75,NA,0.2,0.15,0.8,NA,NA,NA,111,131,131,True,NA,26,323212,utterance_choice,NA,polka-dotted,NA,167,4,blue,cloud,solid,NA,NA,NA,NA
5,1,NA,0.5,0.25,1,0.5,0.5,NA,NA,NA,NA,322,322,True,323212,6,NA,prior_inference,332,solid things,NA,193,NA,clouds,circles,squares,red,striped things,polka-dotted things,NA
5,0.5,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,132,333,False,122121,7,NA,prior_inference,323,clouds,NA,1838,NA,blue things,red things,green things,striped,circles,squares,NA
5,0.5,NA,0.5,0.7,0.75,0.5,0.5,NA,NA,NA,NA,122,212,False,212132,8,NA,prior_inference,212,blue things,NA,236,NA,clouds,circles,squares,solid,red things,green things,NA
5,0.5,NA,0.7,0.5,0.3,0.5,0.75,NA,NA,NA,NA,222,332,True,211112,9,NA,prior_inference,131,clouds,NA,1606,NA,blue things,red things,green things,polka-dotted,circles,squares,NA
5,0.5,NA,0.5,0.5,0.35,0.5,0.65,NA,NA,NA,NA,233,232,True,213212,10,NA,prior_inference,132,solid things,NA,582,NA,clouds,circles,squares,red,striped things,polka-dotted things,NA
5,0.5,NA,0.65,0.5,0.5,0.5,0.5,NA,NA,NA,NA,312,131,False,112121,11,NA,prior_inference,231,solid things,NA,611,NA,blue things,red things,green things,circle,striped things,polka-dotted things,NA
5,0.4,NA,0.6,0.5,0.5,0.6,0.5,NA,NA,NA,NA,331,213,True,212222,12,NA,prior_inference,231,blue things,NA,264,NA,solid things,striped things,polka-dotted things,circle,red things,green things,NA
5,0.5,NA,0.5,0.5,0.35,0.6,0.5,NA,NA,NA,NA,132,323,True,212122,13,NA,prior_inference,123,clouds,NA,746,NA,blue things,red things,green things,striped,circles,squares,NA
5,0.5,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,223,133,False,212132,14,NA,prior_inference,133,clouds,NA,224,NA,blue things,red things,green things,polka-dotted,circles,squares,NA
5,0.55,NA,0.4,0.5,0.5,0.4,0.5,NA,NA,NA,NA,112,321,True,211111,15,NA,prior_inference,223,blue things,NA,488,NA,clouds,circles,squares,striped,red things,green things,NA
5,0.5,0.5,0.5,0.85,0.8,0.5,0.5,NA,NA,NA,131,312,121,True,NA,17,212111,utterance_choice,NA,red,NA,124,7,square,cloud,polka-dotted,NA,blue,striped,solid
5,0.8,NA,0.8,0.8,0.35,0.75,0.75,NA,NA,NA,232,312,331,True,NA,18,122122,utterance_choice,NA,solid,NA,1304,6,polka-dotted,blue,red,NA,circle,square,NA
5,NA,NA,NA,NA,0.5,0.5,0.5,NA,NA,NA,332,332,332,False,NA,19,323232,utterance_choice,NA,NA,NA,1996,3,square,red,polka-dotted,NA,NA,NA,NA
5,0.3,0.3,0.25,0.75,0.65,0.7,0.8,NA,NA,NA,312,231,131,True,NA,20,121112,utterance_choice,NA,red,NA,969,7,solid,blue,circle,NA,polka-dotted,cloud,square
5,NA,NA,0.2,0.2,0.25,0.85,0.8,NA,NA,NA,331,131,231,True,NA,21,113232,utterance_choice,NA,circle,NA,2365,5,polka-dotted,square,blue,NA,cloud,NA,NA
5,0.15,0.9,0.7,0.1,0.2,0.2,0.2,NA,NA,NA,232,113,313,True,NA,22,121112,utterance_choice,NA,green,NA,972,7,circle,polka-dotted,cloud,NA,square,red,solid
5,0.2,NA,0.25,0.2,0.2,0.9,0.25,NA,NA,NA,311,122,311,False,NA,23,212121,utterance_choice,NA,cloud,NA,945,6,red,blue,solid,NA,square,striped,NA
5,0.1,NA,0.9,0.1,0.2,0.2,0.2,NA,NA,NA,222,313,313,False,NA,24,121212,utterance_choice,NA,solid,NA,1684,6,square,striped,red,NA,green,circle,NA
5,0.15,0.15,0.15,0.15,0.2,0.15,0.9,0.75,0.15,striped,332,113,221,False,NA,25,111111,utterance_choice,NA,blue,circle,1282,9,solid,polka-dotted,cloud,NA,green,square,red
5,NA,NA,0.95,0,0,1,0,NA,NA,NA,323,321,322,True,NA,26,323211,utterance_choice,NA,square,NA,2240,5,green,red,striped,NA,blue,NA,NA
6,0.5,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,122,321,False,111112,6,NA,prior_inference,233,solid things,NA,2139,NA,blue things,red things,green things,circle,striped things,polka-dotted things,NA
6,0,NA,1,0.5,0.5,0,1,NA,NA,NA,NA,313,113,True,322112,7,NA,prior_inference,111,blue things,NA,1535,NA,clouds,circles,squares,solid,red things,green things,NA
6,0.5,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,223,113,False,121111,8,NA,prior_inference,332,solid things,NA,2200,NA,clouds,circles,squares,red,striped things,polka-dotted things,NA
6,0.5,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,331,313,False,113211,9,NA,prior_inference,322,clouds,NA,1368,NA,solid things,striped things,polka-dotted things,red,circles,squares,NA
6,0.5,NA,1,0,0,0.5,1,NA,NA,NA,NA,313,122,True,212211,10,NA,prior_inference,111,blue things,NA,681,NA,solid things,striped things,polka-dotted things,cloud,red things,green things,NA
6,0.55,NA,0,1,0.5,0.5,0.5,NA,NA,NA,NA,212,132,False,113211,11,NA,prior_inference,322,solid things,NA,1376,NA,blue things,red things,green things,square,striped things,polka-dotted things,NA
6,0.5,NA,0.5,0.5,0.5,1,0,NA,NA,NA,NA,331,131,True,213212,12,NA,prior_inference,133,solid things,NA,552,NA,blue things,red things,green things,cloud,striped things,polka-dotted things,NA
6,1,NA,0.5,0.5,0.5,0,1,NA,NA,NA,NA,113,332,True,212222,13,NA,prior_inference,313,blue things,NA,297,NA,solid things,striped things,polka-dotted things,square,red things,green things,NA
6,0,NA,1,0,0,1,0,NA,NA,NA,NA,222,123,True,321111,14,NA,prior_inference,321,blue things,NA,2095,NA,clouds,circles,squares,striped,red things,green things,NA
6,0.5,NA,0.5,0.5,0.5,1,0,NA,NA,NA,NA,212,213,True,213212,15,NA,prior_inference,233,clouds,NA,581,NA,solid things,striped things,polka-dotted things,green,circles,squares,NA
6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,blue,221,112,333,False,NA,17,111111,utterance_choice,NA,cloud,red,1260,9,green,polka-dotted,circle,NA,square,striped,solid
6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,solid,133,312,221,False,NA,18,111111,utterance_choice,NA,cloud,polka-dotted,1266,9,blue,green,square,NA,circle,striped,red
6,0,0,0,0,0,0,0,0,0,circle,231,122,313,False,NA,19,111111,utterance_choice,NA,striped,square,1296,9,solid,polka-dotted,red,NA,green,cloud,blue
6,0,0,0,0,0,0,1,0,NA,NA,233,111,332,True,NA,20,211111,utterance_choice,NA,circle,green,475,8,polka-dotted,blue,solid,NA,square,cloud,red
6,0,NA,0,0,1,0,0,NA,NA,NA,231,332,131,True,NA,21,112132,utterance_choice,NA,polka-dotted,NA,522,6,red,blue,square,NA,cloud,circle,NA
6,0,NA,0,0,1,0,1,NA,NA,NA,212,313,311,True,NA,22,321112,utterance_choice,NA,circle,NA,426,6,solid,square,red,NA,green,blue,NA
6,1,NA,0,0,1,0,0,NA,NA,NA,232,312,331,True,NA,23,122122,utterance_choice,NA,circle,NA,1304,6,solid,red,blue,NA,square,polka-dotted,NA
6,1,1,0,0,0,0,0,NA,NA,NA,233,313,131,True,NA,24,112122,utterance_choice,NA,solid,NA,872,7,circle,blue,square,NA,cloud,green,polka-dotted
6,NA,NA,0,0,1,1,1,NA,NA,NA,313,212,312,True,NA,25,122132,utterance_choice,NA,green,NA,387,5,square,red,solid,NA,circle,NA,NA
6,0,NA,0,0,0,0,0,NA,NA,NA,123,312,312,False,NA,26,121212,utterance_choice,NA,solid,NA,1669,6,green,cloud,red,NA,square,striped,NA
7,0,NA,1,0,0,0,1,NA,NA,NA,NA,113,112,False,113232,6,NA,prior_inference,111,clouds,NA,2385,NA,solid things,striped things,polka-dotted things,blue,circles,squares,NA
7,1,NA,0,0,0,0,1,NA,NA,NA,NA,222,311,False,112121,7,NA,prior_inference,313,clouds,NA,624,NA,solid things,striped things,polka-dotted things,green,circles,squares,NA
7,0,NA,1,0,0,0,1,NA,NA,NA,NA,222,123,True,212112,8,NA,prior_inference,113,clouds,NA,1745,NA,solid things,striped things,polka-dotted things,green,circles,squares,NA
