"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","numFeatures","target","obj1","obj2","obj3","utterance","itemCode","condition","ambiguous","trial_type","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"21",21,1,1396,6,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,331,NA,211,121,"square",113211,NA,"False","prior_inference",1,3,2,9,2,4,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,1,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113211,153.534350272243
"22",22,1,1924,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,131,NA,313,312,"blue",111212,NA,"False","prior_inference",3,2,1,7,21,12,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.66667,0.33333,0,0,0.33333,0.66667,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111212,153.708766320165
"23",23,1,170,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",1,"striped things",0,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,212,NA,222,222,"circle",323212,NA,"True","prior_inference",1,3,2,11,14,14,NA,NA,NA,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.58449,0.08217,0.33333,0.33333,0.33333,0.33333,323212,1.73512645696292
"24",24,1,257,9,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"blue things",0.75,"red things",0.5,"green things",0,NA,NA,NA,NA,NA,NA,NA,121,NA,113,321,"cloud",212222,NA,"True","prior_inference",1,2,3,4,19,6,NA,NA,NA,0,0.66667,0.33333,0.6,0.4,0,0.66667,0.33333,0,0,0.66667,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.08879,0.57788,0.33333,0.57788,0.33333,0.08879,212222,1.31923814862696
"25",25,1,2091,10,"English","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,NA,NA,NA,NA,NA,NA,NA,311,NA,323,332,"square",321111,NA,"True","prior_inference",1,2,3,3,24,18,NA,NA,NA,1,0,0,1,0,0,0.33333,0.33333,0.33333,1,0,0,1,0,0,0.33333,0.33333,0.33333,0.78053,0.10973,0.10973,0.78053,0.10973,0.10973,321111,9.21034037197618e-98
"26",26,1,482,11,"English","solid things",0.5,"striped things",0.75,"polka-dotted things",0,"clouds",0.75,"circles",0.5,"squares",0,NA,NA,NA,NA,NA,NA,NA,121,NA,331,213,"blue",211111,NA,"True","prior_inference",3,2,1,4,9,20,0.6,0.4,0,0.4,0.6,0,NA,NA,NA,1,0,0,0,1,0,0.66667,0.33333,0,0.58449,0.33333,0.08217,0.33333,0.58449,0.08217,0.33333,0.33333,0.33333,211111,182.92288558029
"27",27,1,1095,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,123,NA,321,221,"cloud",113212,NA,"False","prior_inference",1,3,2,22,6,5,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,1,0,0,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113212,77.9529954487506
"28",28,1,962,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,232,NA,321,323,"circle",121112,NA,"False","prior_inference",1,2,3,17,6,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121211,229.290121143658
"29",29,1,1513,14,"English","solid things",0,"striped things",0.5,"polka-dotted things",0.2,"clouds",1,"circles",0.2,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,133,NA,233,213,"green",322112,NA,"True","prior_inference",3,2,1,25,26,20,0.58824,0.11765,0.29412,0,0.71429,0.28571,NA,NA,NA,0.66667,0,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.58449,0.08217,0.33333,0.13184,0.33333,0.53482,0.33333,0.33333,0.33333,322112,28.5991385511647
"30",30,1,578,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.95,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,132,NA,112,212,"cloud",213212,NA,"True","prior_inference",1,2,3,16,10,11,NA,NA,NA,0.25641,0.25641,0.48718,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.1227,0.33333,0.54397,0.33333,0.33333,0.33333,213212,60.5916641192425
"41",41,2,198,6,"English","clouds",0.9,"circles",0.3,"squares",0.5,"solid things",0.3,"striped things",0.9,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,123,NA,223,223,"green",323212,NA,"True","prior_inference",3,1,2,22,23,23,0.52941,0.17647,0.29412,0.17647,0.52941,0.29412,NA,NA,NA,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.51467,0.152,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,42.3417987968359
"42",42,2,70,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,233,NA,113,122,"circle",122111,NA,"False","prior_inference",1,2,3,26,19,13,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0,1,0.33333,0,0.66667,0.32746,0.33921,0.33333,0.32939,0.32939,0.34122,0.33333,0.32881,0.33785,122111,229.72511920143
"43",43,2,1301,8,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,221,NA,213,123,"blue",122122,NA,"False","prior_inference",3,2,1,5,20,22,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0,0.66667,0.33333,0,0.66667,0.33333,0.66667,0.33333,0,0.32881,0.33785,0.33333,0.32881,0.33785,0.33333,0.33921,0.33333,0.32746,122122,153.867891311929
"44",44,2,1906,9,"English","solid things",0.6,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.6,NA,NA,NA,NA,NA,NA,NA,312,NA,123,121,"red",111212,NA,"False","prior_inference",3,2,1,12,22,4,0.3125,0.3125,0.375,0.375,0.3125,0.3125,NA,NA,NA,0,0.33333,0.66667,0.66667,0,0.33333,0,1,0,0.32746,0.33333,0.33921,0.33921,0.32746,0.33333,0.32939,0.34122,0.32939,111212,144.485872402941
"45",45,2,575,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.85,"squares",0.1,NA,NA,NA,NA,NA,NA,NA,232,NA,332,322,"polka-dotted",213212,NA,"True","prior_inference",2,3,1,17,18,15,0.34483,0.58621,0.06897,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.47486,0.1918,0.33333,0.33103,0.33563,0.33333,0.33333,0.33333,213212,17.5954955951787
"46",46,2,101,11,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.1,"circles",0.5,"squares",0.9,NA,NA,NA,NA,NA,NA,NA,323,NA,123,231,"striped",212111,NA,"True","prior_inference",2,3,1,24,22,8,0.06667,0.33333,0.6,NA,NA,NA,0.33333,0.33333,0.33333,0,0,1,0.33333,0.66667,0,0,0.33333,0.66667,0.15269,0.33027,0.51703,0.33333,0.33563,0.33103,0.33103,0.33333,0.33563,212111,168.547205940201
"47",47,2,390,12,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,332,NA,322,222,"polka-dotted",122132,NA,"False","prior_inference",2,1,3,18,15,14,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.32881,0.33785,0.33333,0.32746,0.33921,0.33333,0.33333,0.33333,123221,78.0325579446325
"48",48,2,419,13,"English","blue things",0.5,"red things",0.15,"green things",0.9,"solid things",0.2,"striped things",0.85,"polka-dotted things",0.1,NA,NA,NA,NA,NA,NA,NA,123,NA,132,112,"cloud",321112,NA,"True","prior_inference",1,3,2,22,16,10,NA,NA,NA,0.17391,0.73913,0.08696,0.32258,0.09677,0.58065,0.33333,0.33333,0.33333,0,1,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.18566,0.62867,0.18566,0.33333,0.152,0.51467,321211,82.9795797264489
"49",49,2,1183,14,"English","clouds",0.1,"circles",0.5,"squares",0.85,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.7,NA,NA,NA,NA,NA,NA,NA,332,NA,132,331,"red",212232,NA,"True","prior_inference",3,1,2,18,16,9,0.06897,0.34483,0.58621,0.29412,0.29412,0.41176,NA,NA,NA,0,0.33333,0.66667,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.16669,0.33333,0.49997,0.33333,0.33333,0.33333,0.33103,0.33563,0.33333,213222,17.6026828689841
"50",50,2,1173,15,"English","solid things",0.5,"striped things",0.65,"polka-dotted things",0.5,"clouds",0.5,"circles",0.9,"squares",0.1,NA,NA,NA,NA,NA,NA,NA,223,NA,323,221,"green",212232,NA,"True","prior_inference",3,2,1,23,24,5,0.33333,0.6,0.06667,0.30303,0.39394,0.30303,NA,NA,NA,0.33333,0.66667,0,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.49997,0.16669,0.33333,0.33333,0.33333,0.33103,0.33333,0.33563,213222,17.0660626865772
"61",61,3,1376,6,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,322,NA,132,212,"square",113211,NA,"False","prior_inference",1,2,3,15,16,11,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,1,0,1,0,0.33333,0.33333,0.33333,0.29592,0.29592,0.40816,0.29592,0.40816,0.29592,0.33333,0.33333,0.33333,113211,154.272626595381
"62",62,3,213,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,112,NA,112,311,"red",212132,NA,"False","prior_inference",3,2,1,10,10,3,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.66667,0.33333,0,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.35583,0.33333,0.31084,0.33333,0.33333,0.33333,0.31084,0.35583,0.33333,213221,78.0910845501329
"63",63,3,300,8,"English","clouds",0.8,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.7,NA,NA,NA,NA,NA,NA,NA,132,NA,312,131,"red",212222,NA,"True","prior_inference",3,1,2,16,12,7,0.44444,0.27778,0.27778,0.29412,0.29412,0.41176,NA,NA,NA,0.66667,0.33333,0,0,0.33333,0.66667,0,0.66667,0.33333,0.4359,0.33333,0.23077,0.23077,0.33333,0.4359,0.31084,0.35583,0.33333,212222,132.619460622986
"64",64,3,494,9,"English","blue things",0.5,"red things",0.5,"green things",0.8,"clouds",0.75,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,133,NA,232,311,"polka-dotted",211111,NA,"True","prior_inference",2,3,1,25,17,3,0.42857,0.28571,0.28571,NA,NA,NA,0.27778,0.27778,0.44444,1,0,0,0,0.33333,0.66667,0,0,1,0.48042,0.21559,0.304,0.31084,0.33333,0.35583,0.304,0.21559,0.48042,211111,259.217354634307
"65",65,3,2350,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,131,NA,121,121,"polka-dotted",123232,NA,"False","prior_inference",2,3,1,7,4,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.28019,0.38647,0.33333,0.33333,0.33333,123232,2.19722457733622
"66",66,3,727,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.8,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,332,NA,331,112,"polka-dotted",212122,NA,"True","prior_inference",2,1,3,18,9,10,0.33333,0.33333,0.33333,NA,NA,NA,0.27778,0.44444,0.27778,0,0.33333,0.66667,0,0.33333,0.66667,0,0.66667,0.33333,0.31084,0.33333,0.35583,0.31084,0.33333,0.35583,0.23077,0.4359,0.33333,212122,141.419223567147
"67",67,3,126,12,"English","blue things",0.5,"red things",0.5,"green things",0.7,"clouds",0.8,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,113,NA,313,222,"solid",212111,NA,"True","prior_inference",2,3,1,19,21,14,0.44444,0.27778,0.27778,NA,NA,NA,0.29412,0.29412,0.41176,1,0,0,0.66667,0,0.33333,0.33333,0,0.66667,0.48042,0.304,0.21559,0.35583,0.31084,0.33333,0.33333,0.31084,0.35583,212111,195.765439114519
"68",68,3,592,13,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.85,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,231,233,"blue",213212,NA,"True","prior_inference",3,1,2,2,8,26,0.33333,0.33333,0.33333,0.45946,0.27027,0.27027,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.43713,0.33333,0.22954,0.35583,0.33333,0.31084,213212,63.8644923881554
"69",69,3,419,14,"English","solid things",0.25,"striped things",0.65,"polka-dotted things",0.5,"blue things",0.5,"red things",0.25,"green things",0.85,NA,NA,NA,NA,NA,NA,NA,123,NA,132,112,"cloud",321112,NA,"True","prior_inference",1,2,3,22,16,10,NA,NA,NA,0.17857,0.46429,0.35714,0.3125,0.15625,0.53125,0.33333,0.33333,0.33333,0,1,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.2365,0.52701,0.2365,0.33333,0.2065,0.46017,321211,159.952738519032
"70",70,3,936,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,332,NA,332,221,"red",212121,NA,"False","prior_inference",3,2,1,18,18,5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0,0.66667,0.33333,0,0.66667,0,0.66667,0.33333,0.33333,0.31084,0.35583,0.33333,0.31084,0.35583,0.31084,0.35583,0.33333,212121,153.98494452293
"81",81,4,228,6,"English","clouds",0,"circles",0,"squares",0,"blue things",0,"red things",0,"green things",0,NA,NA,NA,NA,NA,NA,NA,212,NA,212,122,"solid",212132,NA,"False","prior_inference",2,1,3,11,11,13,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,77.486966253805
"82",82,4,1086,7,"English","blue things",0,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",0,NA,NA,NA,NA,NA,NA,NA,332,NA,112,212,"square",113212,NA,"False","prior_inference",1,3,2,18,10,11,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,1,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113212,77.7180153139916
"83",83,4,1617,8,"English","solid things",0,"striped things",0,"polka-dotted things",0.5,"blue things",0.5,"red things",0,"green things",0,NA,NA,NA,NA,NA,NA,NA,231,NA,212,113,"circle",211112,NA,"True","prior_inference",1,2,3,8,11,19,NA,NA,NA,0,0,1,1,0,0,0,0.66667,0.33333,0,0.33333,0.66667,1,0,0,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.66667,0,0.33333,211211,0.405465108108164
"84",84,4,2008,9,"English","blue things",0.5,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,131,NA,132,111,"cloud",322122,NA,"True","prior_inference",1,3,2,7,16,1,NA,NA,NA,0,0,1,1,0,0,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.66667,0,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.66667,0,0.33333,322122,0.810930216216329
"85",85,4,52,10,"English","clouds",0,"circles",0,"squares",0,"solid things",0,"striped things",0,"polka-dotted things",0,NA,NA,NA,NA,NA,NA,NA,331,NA,233,123,"blue",122111,NA,"False","prior_inference",3,1,2,9,26,22,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0,0,1,0.33333,0,0.66667,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122111,228.553629883697
"86",86,4,1163,11,"English","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,313,NA,312,113,"square",212232,NA,"True","prior_inference",1,2,3,21,12,19,NA,NA,NA,0.33333,0.33333,0.33333,0,0,1,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,213222,1.50407739677627
"87",87,4,1612,12,"English","solid things",0,"striped things",0.5,"polka-dotted things",0,"clouds",0,"circles",0,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,323,NA,113,132,"green",211112,NA,"True","prior_inference",3,2,1,24,19,16,0,0,1,0,1,0,NA,NA,NA,0,0.33333,0.66667,0,1,0,0.33333,0,0.66667,0,0.33333,0.66667,0,0.66667,0.33333,0.33333,0.33333,0.33333,211211,0.405465108108164
"88",88,4,579,13,"English","solid things",0.5,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",0,NA,NA,NA,NA,NA,NA,NA,213,NA,223,123,"circle",213212,NA,"True","prior_inference",1,2,3,20,23,22,NA,NA,NA,1,0,0,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,213212,1.50407739677627
"89",89,4,1582,14,"English","blue things",0,"red things",0.5,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,332,NA,332,311,"square",322121,NA,"True","prior_inference",1,3,2,18,18,3,NA,NA,NA,0,0,1,0,1,0,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0.66667,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0.66667,0.33333,322121,0.810930216216329
"90",90,4,628,15,"English","clouds",0,"circles",0,"squares",0,"blue things",0,"red things",0,"green things",0,NA,NA,NA,NA,NA,NA,NA,212,NA,222,131,"solid",112121,NA,"False","prior_inference",2,1,3,11,14,7,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0,0.66667,0.33333,1,0,0,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112121,153.175704339278
"101",101,5,1885,6,"English","solid things",1,"striped things",0.05,"polka-dotted things",0,"clouds",0.95,"circles",0.3,"squares",0,NA,NA,NA,NA,NA,NA,NA,111,NA,132,132,"blue",123212,NA,"False","prior_inference",3,2,1,1,16,16,0.76,0.24,0,0.95238,0.04762,0,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.66667,0,0.33333,123212,1.53708440537437
"102",102,5,1455,7,"English","clouds",0,"circles",0,"squares",1,"solid things",0.95,"striped things",0,"polka-dotted things",0,NA,NA,NA,NA,NA,NA,NA,313,NA,322,332,"green",123211,NA,"False","prior_inference",3,1,2,21,15,18,0,0,1,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,1,0,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,1,0,0,0.33333,0,0.66667,123211,1.09861228866811
"103",103,5,1173,8,"English","clouds",0.05,"circles",1,"squares",0.2,"solid things",0,"striped things",1,"polka-dotted things",0,NA,NA,NA,NA,NA,NA,NA,223,NA,323,221,"green",212232,NA,"True","prior_inference",3,1,2,23,24,5,0.04,0.8,0.16,0,1,0,NA,NA,NA,0.33333,0.66667,0,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.66667,0,0.33333,0.33333,0.33333,0,0.33333,0.66667,213222,38.3720757067229
