workerid,response6,response7,response4,response5,response2,response3,response1,response8,response9,pref9,obj1,obj3,obj2,ambiguous,slide_number,condition,trial_type,pref8,item,numFeatures,pref1,pref2,pref3,pref4,pref5,pref6,pref7,language,enjoyment,gender,age,comments,assess,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,0.5,0.75,0.7,0.45,0.7,0.4,0.75,NA,NA,NA,211,133,232,True,13,112112,multi_slider,NA,1226,7,solid,green,cloud,polka-dotted,blue,circle,red,English,2,Male,29,No,Yes,3,Windows,768,1366,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3Q5C1WP23NXNB05Q64CI5X41MGP51O,0,Submitted,Fri Dec 21 01:57:59 PST 2018,Thu Dec 20 09:13:39 PST 2018,Thu Dec 20 09:17:59 PST 2018,,,,,,[],3.949333333333333
0,0.7,NA,0.35,0.35,0.35,0.7,0.75,NA,NA,NA,311,233,311,False,14,212121,multi_slider,NA,932,6,square,polka-dotted,solid,circle,blue,green,NA,English,2,Male,29,No,Yes,3,Windows,768,1366,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3Q5C1WP23NXNB05Q64CI5X41MGP51O,0,Submitted,Fri Dec 21 01:57:59 PST 2018,Thu Dec 20 09:13:39 PST 2018,Thu Dec 20 09:17:59 PST 2018,,,,,,[],3.949333333333333
0,0.4,NA,0.3,0.6,0.7,0.35,0.7,NA,NA,NA,331,122,331,False,15,212121,multi_slider,NA,939,6,cloud,blue,striped,polka-dotted,red,square,NA,English,2,Male,29,No,Yes,3,Windows,768,1366,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3Q5C1WP23NXNB05Q64CI5X41MGP51O,0,Submitted,Fri Dec 21 01:57:59 PST 2018,Thu Dec 20 09:13:39 PST 2018,Thu Dec 20 09:17:59 PST 2018,,,,,,[],3.949333333333333
0,0.3,NA,0.6,0.3,0.75,0.4,0.75,NA,NA,NA,213,131,213,False,16,212121,multi_slider,NA,911,6,blue,cloud,polka-dotted,solid,circle,green,NA,English,2,Male,29,No,Yes,3,Windows,768,1366,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3Q5C1WP23NXNB05Q64CI5X41MGP51O,0,Submitted,Fri Dec 21 01:57:59 PST 2018,Thu Dec 20 09:13:39 PST 2018,Thu Dec 20 09:17:59 PST 2018,,,,,,[],3.949333333333333
0,0.65,0.6,0.15,0.8,0.35,0.7,0.75,NA,NA,NA,212,321,313,True,17,211112,multi_slider,NA,1623,7,striped,square,red,solid,blue,green,circle,English,2,Male,29,No,Yes,3,Windows,768,1366,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3Q5C1WP23NXNB05Q64CI5X41MGP51O,0,Submitted,Fri Dec 21 01:57:59 PST 2018,Thu Dec 20 09:13:39 PST 2018,Thu Dec 20 09:17:59 PST 2018,,,,,,[],3.949333333333333
1,0.4,NA,0.3,0,0,0.85,0.65,NA,NA,NA,112,223,123,True,3,211212,multi_slider,NA,786,6,green,circle,striped,cloud,solid,red,NA,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,1,NA,0.3,0.8,0,0.6,0.5,NA,NA,NA,312,323,321,True,4,113212,multi_slider,NA,1061,6,green,blue,red,solid,striped,square,NA,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,NA,NA,NA,NA,1,1,1,NA,NA,NA,122,122,122,False,5,323232,multi_slider,NA,1964,3,red,cloud,striped,NA,NA,NA,NA,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,0.15,NA,0,0.75,0.5,0.1,0.35,NA,NA,NA,122,211,211,False,6,121212,multi_slider,NA,1674,6,striped,circle,red,solid,blue,cloud,NA,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,0.2,0.05,0.2,0.15,0,0.6,0.5,NA,NA,NA,322,213,233,True,7,121112,multi_slider,NA,967,7,circle,solid,green,polka-dotted,red,striped,square,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,NA,NA,1,0.55,0.1,0.55,0.2,NA,NA,NA,333,231,231,True,8,321212,multi_slider,NA,1124,5,green,square,blue,polka-dotted,circle,NA,NA,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,0.05,0.15,0.7,0.45,0.1,0.35,0.1,NA,NA,NA,333,211,111,True,9,121112,multi_slider,NA,981,7,square,cloud,polka-dotted,blue,solid,green,circle,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,NA,NA,NA,NA,1,1,1,NA,NA,NA,331,331,331,False,10,323232,multi_slider,NA,1976,3,blue,square,polka-dotted,NA,NA,NA,NA,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,0.05,0,0.8,0.05,0,0.55,0.15,NA,NA,NA,333,122,222,True,11,121112,multi_slider,NA,985,7,polka-dotted,circle,red,striped,cloud,green,square,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,NA,NA,1,0.1,0.1,1,0.1,NA,NA,NA,333,133,233,True,12,113232,multi_slider,NA,2381,5,cloud,square,polka-dotted,green,circle,NA,NA,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,0.15,NA,0.75,0.8,0.15,0,0.85,NA,NA,NA,331,112,331,False,13,212121,multi_slider,NA,930,6,blue,cloud,solid,square,polka-dotted,red,NA,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,0.1,0.1,0.1,0.05,0.1,0.5,0.1,0,NA,NA,233,111,332,True,14,211111,multi_slider,solid,485,8,cloud,green,polka-dotted,square,circle,red,blue,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,circle,133,222,311,False,15,111111,multi_slider,square,1298,9,polka-dotted,red,striped,solid,cloud,green,blue,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
1,NA,NA,0.2,1,0.45,0.2,0.5,NA,NA,NA,112,222,212,True,16,122132,multi_slider,NA,372,5,circle,solid,striped,cloud,red,NA,NA,English,1,Male,34,,No,3,Windows,1080,1920,Chrome,38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:09 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:09 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHXGCJ6ZPJ1PIPZQ7PMQJ4,3WR9XG3T647JQ3GSHFAH1FP0P6U74I,1,Submitted,Fri Dec 21 02:06:09 PST 2018,Thu Dec 20 09:13:21 PST 2018,Thu Dec 20 09:26:09 PST 2018,,,,,,[],4.193983333333334
