"","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","numFeatures","target","obj1","obj2","obj3","utterance","itemCode","condition","ambiguous","trial_type"
"13","0","1984","19","English","green","1","solid","1","circle","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"213","213","213",NA,NA,"323232","False","utterance_choice"
"14","0","1335","20","English","square","0","red","0","polka-dotted","0.8","green","1","striped","0","cloud","1",NA,NA,NA,NA,NA,NA,"6",NA,"332","133","122",NA,NA,"122122","True","utterance_choice"
"15","0","284","21","English","solid","0","square","1","cloud","0","green","0","red","1","striped","1",NA,NA,NA,NA,NA,NA,"6",NA,"123","322","113",NA,NA,"212222","True","utterance_choice"
"16","0","1298","22","English","polka-dotted","0","blue","1","green","0","red","0","circle","0","solid","1","square","1","striped","0","cloud","0","9",NA,"133","311","222",NA,NA,"111111","False","utterance_choice"
"17","0","2133","23","English","polka-dotted","0","red","0","solid","1","striped","0","square","0","cloud","1","blue","1","green","0",NA,NA,"8",NA,"333","122","111",NA,NA,"111112","True","utterance_choice"
"18","0","487","24","English","green","1","cloud","1","circle","0","striped","0","polka-dotted","0","solid","1","square","0","red","0",NA,NA,"8",NA,"322","232","113",NA,NA,"211111","True","utterance_choice"
"19","0","1934","25","English","cloud","0.75","polka-dotted","0","solid","1","blue","0","circle","0","striped","0","red","1",NA,NA,NA,NA,"7",NA,"221","112","132",NA,NA,"111212","True","utterance_choice"
"20","0","1677","26","English","red","1","striped","1","solid","0","circle","1","square","0","blue","0",NA,NA,NA,NA,NA,NA,"6",NA,"222","311","311",NA,NA,"121212","False","utterance_choice"
"21","1","1396","6","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"331",NA,"211","121","square","113211",NA,"False","prior_inference"
"22","1","1924","7","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"131",NA,"313","312","blue","111212",NA,"False","prior_inference"
"23","1","170","8","English","blue things","0.5","red things","0.5","green things","0.5","solid things","1","striped things","0","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"212",NA,"222","222","circle","323212",NA,"True","prior_inference"
"24","1","257","9","English","solid things","0","striped things","1","polka-dotted things","0.5","blue things","0.75","red things","0.5","green things","0",NA,NA,NA,NA,NA,NA,NA,"121",NA,"113","321","cloud","212222",NA,"True","prior_inference"
"25","1","2091","10","English","solid things","1","striped things","0","polka-dotted things","0","blue things","1","red things","0","green things","0",NA,NA,NA,NA,NA,NA,NA,"311",NA,"323","332","square","321111",NA,"True","prior_inference"
"26","1","482","11","English","solid things","0.5","striped things","0.75","polka-dotted things","0","clouds","0.75","circles","0.5","squares","0",NA,NA,NA,NA,NA,NA,NA,"121",NA,"331","213","blue","211111",NA,"True","prior_inference"
"27","1","1095","12","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"123",NA,"321","221","cloud","113212",NA,"False","prior_inference"
"28","1","962","13","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"232",NA,"321","323","circle","121112",NA,"False","prior_inference"
"29","1","1513","14","English","solid things","0","striped things","0.5","polka-dotted things","0.2","clouds","1","circles","0.2","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"133",NA,"233","213","green","322112",NA,"True","prior_inference"
"30","1","578","15","English","solid things","0.5","striped things","0.5","polka-dotted things","0.95","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"132",NA,"112","212","cloud","213212",NA,"True","prior_inference"
"31","1","1996","17","English","polka-dotted","0.05","red","0.05","square","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"332","332","332",NA,NA,"323232","False","utterance_choice"
"32","1","1163","18","English","square","0.9","cloud","0.05","solid","0","green","1","red","0.05",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"313","312","113",NA,NA,"212232","True","utterance_choice"
"33","1","676","19","English","green","0","red","0.05","striped","0.05","cloud","0","square","0.95","blue","0.05","polka-dotted","0.95",NA,NA,NA,NA,"7",NA,"333","132","321",NA,NA,"212211","True","utterance_choice"
"34","1","926","20","English","blue","0","square","0","solid","0","red","0","cloud","0","striped","0",NA,NA,NA,NA,NA,NA,"6",NA,"112","112","321",NA,NA,"212121","False","utterance_choice"
"35","1","119","21","English","polka-dotted","0.95","green","0.95","square","0","cloud","0","blue","0","solid","0","circle","0",NA,NA,NA,NA,"7",NA,"333","133","211",NA,NA,"212111","True","utterance_choice"
"36","1","1301","22","English","cloud","0","green","1","striped","1","blue","0","circle","1","solid","0",NA,NA,NA,NA,NA,NA,"6",NA,"221","213","123",NA,NA,"122122","True","utterance_choice"
"37","1","61","23","English","polka-dotted","1","red","1","square","0","striped","0","green","0","cloud","0","circle","0",NA,NA,NA,NA,"7",NA,"122","232","333",NA,NA,"122111","True","utterance_choice"
"38","1","1253","24","English","striped","0","square","0","circle","0","green","0","blue","0","polka-dotted","0","solid","0","red","0","cloud","0","9",NA,"322","211","133",NA,NA,"111111","False","utterance_choice"
"39","1","349","25","English","blue","1","polka-dotted","0","solid","0","cloud","1","circle","0","striped","0",NA,NA,NA,NA,NA,NA,"6",NA,"121","131","211",NA,NA,"213211","True","utterance_choice"
"40","1","1973","26","English","striped","0","green","0","circle","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"223","223","223",NA,NA,"323232","False","utterance_choice"
"41","2","198","6","English","clouds","0.9","circles","0.3","squares","0.5","solid things","0.3","striped things","0.9","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"123",NA,"223","223","green","323212",NA,"True","prior_inference"
"42","2","70","7","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"233",NA,"113","122","circle","122111",NA,"False","prior_inference"
"43","2","1301","8","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"221",NA,"213","123","blue","122122",NA,"False","prior_inference"
"44","2","1906","9","English","solid things","0.6","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.6",NA,NA,NA,NA,NA,NA,NA,"312",NA,"123","121","red","111212",NA,"False","prior_inference"
"45","2","575","10","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.85","squares","0.1",NA,NA,NA,NA,NA,NA,NA,"232",NA,"332","322","polka-dotted","213212",NA,"True","prior_inference"
"46","2","101","11","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.1","circles","0.5","squares","0.9",NA,NA,NA,NA,NA,NA,NA,"323",NA,"123","231","striped","212111",NA,"True","prior_inference"
"47","2","390","12","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"332",NA,"322","222","polka-dotted","122132",NA,"False","prior_inference"
"48","2","419","13","English","blue things","0.5","red things","0.15","green things","0.9","solid things","0.2","striped things","0.85","polka-dotted things","0.1",NA,NA,NA,NA,NA,NA,NA,"123",NA,"132","112","cloud","321112",NA,"True","prior_inference"
"49","2","1183","14","English","clouds","0.1","circles","0.5","squares","0.85","solid things","0.5","striped things","0.5","polka-dotted things","0.7",NA,NA,NA,NA,NA,NA,NA,"332",NA,"132","331","red","212232",NA,"True","prior_inference"
"50","2","1173","15","English","solid things","0.5","striped things","0.65","polka-dotted things","0.5","clouds","0.5","circles","0.9","squares","0.1",NA,NA,NA,NA,NA,NA,NA,"223",NA,"323","221","green","212232",NA,"True","prior_inference"
"51","2","1660","17","English","green","0.35","solid","0.35","square","0.3","striped","0.25","cloud","0.35","red","0.3",NA,NA,NA,NA,NA,NA,"6",NA,"113","322","322",NA,NA,"121212","False","utterance_choice"
"52","2","2035","18","English","circle","0.25","square","0.8","solid","0.8","striped","0.1","blue","0.2",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"311","321","211",NA,NA,"322122","True","utterance_choice"
"53","2","1269","19","English","blue","0.25","circle","0.25","red","0.25","solid","0.2","square","0.15","polka-dotted","0.25","green","0.25","cloud","0.2","striped","0.25","9",NA,"322","131","213",NA,NA,"111111","False","utterance_choice"
"54","2","106","20","English","circle","0.85","solid","0.9","square","0.1","blue","0.1","striped","0.05","green","0.1","red","0.15",NA,NA,NA,NA,"7",NA,"212","213","321",NA,NA,"212111","True","utterance_choice"
"55","2","1318","21","English","blue","1","striped","0.9","circle","0","square","1","green","0","solid","0",NA,NA,NA,NA,NA,NA,"6",NA,"221","323","311",NA,NA,"122122","True","utterance_choice"
"56","2","1086","22","English","square","0","polka-dotted","0","solid","0.9","circle","0.05","cloud","0.1","red","0.95",NA,NA,NA,NA,NA,NA,"6",NA,"332","112","212",NA,NA,"113212","True","utterance_choice"
"57","2","1882","23","English","circle","0.95","polka-dotted","0","blue","0","striped","0","green","0",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"221","233","233",NA,NA,"123212","True","utterance_choice"
"58","2","1272","24","English","square","0","blue","0","circle","0","striped","0.05","solid","0.1","polka-dotted","0","cloud","0","red","0","green","0.05","9",NA,"122","333","211",NA,NA,"111111","False","utterance_choice"
"59","2","1268","25","English","solid","0","square","0","circle","0","cloud","0","blue","0","red","0","striped","0","polka-dotted","0","green","0","9",NA,"111","223","332",NA,NA,"111111","False","utterance_choice"
"60","2","803","26","English","red","0.1","solid","0.1","polka-dotted","0","green","0","blue","0","circle","1","striped","0.05","cloud","0",NA,NA,"8",NA,"232","213","121",NA,NA,"112111","True","utterance_choice"
"61","3","1376","6","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"322",NA,"132","212","square","113211",NA,"False","prior_inference"
"62","3","213","7","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"112",NA,"112","311","red","212132",NA,"False","prior_inference"
"63","3","300","8","English","clouds","0.8","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.7",NA,NA,NA,NA,NA,NA,NA,"132",NA,"312","131","red","212222",NA,"True","prior_inference"
"64","3","494","9","English","blue things","0.5","red things","0.5","green things","0.8","clouds","0.75","circles","0.5","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"133",NA,"232","311","polka-dotted","211111",NA,"True","prior_inference"
"65","3","2350","10","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"131",NA,"121","121","polka-dotted","123232",NA,"False","prior_inference"
"66","3","727","11","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.8","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"332",NA,"331","112","polka-dotted","212122",NA,"True","prior_inference"
"67","3","126","12","English","blue things","0.5","red things","0.5","green things","0.7","clouds","0.8","circles","0.5","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"113",NA,"313","222","solid","212111",NA,"True","prior_inference"
"68","3","592","13","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.85","striped things","0.5","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"211",NA,"231","233","blue","213212",NA,"True","prior_inference"
"69","3","419","14","English","solid things","0.25","striped things","0.65","polka-dotted things","0.5","blue things","0.5","red things","0.25","green things","0.85",NA,NA,NA,NA,NA,NA,NA,"123",NA,"132","112","cloud","321112",NA,"True","prior_inference"
"70","3","936","15","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"332",NA,"332","221","red","212121",NA,"False","prior_inference"
"71","3","934","17","English","circle","0.05","green","0","red","0.6","solid","0","square","0","striped","0.6",NA,NA,NA,NA,NA,NA,"6",NA,"222","222","313",NA,NA,"212121","False","utterance_choice"
"72","3","1349","18","English","circle","0.7","polka-dotted","0","red","0.75","green","0","square","0","solid","0.7",NA,NA,NA,NA,NA,NA,"6",NA,"232","213","312",NA,NA,"122122","True","utterance_choice"
"73","3","1264","19","English","green","0","striped","0","red","0","blue","0","square","0","cloud","0","polka-dotted","0","solid","0","circle","0","9",NA,"133","312","221",NA,NA,"111111","False","utterance_choice"
"74","3","281","20","English","cloud","0.5","circle","0","blue","0.7","striped","0","polka-dotted","0.7","green","0",NA,NA,NA,NA,NA,NA,"6",NA,"131","221","133",NA,NA,"212222","True","utterance_choice"
"75","3","301","21","English","polka-dotted","0","red","0","square","0","blue","0","cloud","1","green","0",NA,NA,NA,NA,NA,NA,"6",NA,"131","132","333",NA,NA,"213211","True","utterance_choice"
"76","3","480","22","English","cloud","0","blue","0","polka-dotted","1","green","0","square","0","red","0","circle","0","solid","0",NA,NA,"8",NA,"231","132","313",NA,NA,"211111","True","utterance_choice"
"77","3","239","23","English","circle","0","square","0.2","red","0","polka-dotted","0.8","blue","0",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"331","331","232",NA,NA,"212132","True","utterance_choice"
"78","3","1515","24","English","green","0","circle","0.85","polka-dotted","0","striped","0.6","blue","0.45",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"231","221","223",NA,NA,"322112","True","utterance_choice"
"79","3","1651","25","English","cloud","0","solid","0","green","0.45","red","0","striped","0.45","square","0.45",NA,NA,NA,NA,NA,NA,"6",NA,"112","323","323",NA,NA,"121212","False","utterance_choice"
"80","3","1678","26","English","cloud","0","solid","0","green","0","circle","0.5","red","0.5","polka-dotted","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"113","232","232",NA,NA,"121212","False","utterance_choice"
"81","4","228","6","English","clouds","0","circles","0","squares","0","blue things","0","red things","0","green things","0",NA,NA,NA,NA,NA,NA,NA,"212",NA,"212","122","solid","212132",NA,"False","prior_inference"
"82","4","1086","7","English","blue things","0","red things","0","green things","0","solid things","0","striped things","0","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"332",NA,"112","212","square","113212",NA,"False","prior_inference"
"83","4","1617","8","English","solid things","0","striped things","0","polka-dotted things","0.5","blue things","0.5","red things","0","green things","0",NA,NA,NA,NA,NA,NA,NA,"231",NA,"212","113","circle","211112",NA,"True","prior_inference"
"84","4","2008","9","English","blue things","0.5","red things","0","green things","0","solid things","0","striped things","0","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"131",NA,"132","111","cloud","322122",NA,"True","prior_inference"
"85","4","52","10","English","clouds","0","circles","0","squares","0","solid things","0","striped things","0","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"331",NA,"233","123","blue","122111",NA,"False","prior_inference"
"86","4","1163","11","English","solid things","0","striped things","0","polka-dotted things","0","blue things","0","red things","0","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"313",NA,"312","113","square","212232",NA,"True","prior_inference"
"87","4","1612","12","English","solid things","0","striped things","0.5","polka-dotted things","0","clouds","0","circles","0","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"323",NA,"113","132","green","211112",NA,"True","prior_inference"
"88","4","579","13","English","solid things","0.5","striped things","0","polka-dotted things","0","blue things","0","red things","0","green things","0",NA,NA,NA,NA,NA,NA,NA,"213",NA,"223","123","circle","213212",NA,"True","prior_inference"
"89","4","1582","14","English","blue things","0","red things","0.5","green things","0","solid things","0","striped things","0","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"332",NA,"332","311","square","322121",NA,"True","prior_inference"
"90","4","628","15","English","clouds","0","circles","0","squares","0","blue things","0","red things","0","green things","0",NA,NA,NA,NA,NA,NA,NA,"212",NA,"222","131","solid","112121",NA,"False","prior_inference"
"91","4","275","17","English","blue","1","striped","1","cloud","0","solid","0","green","0","square","1",NA,NA,NA,NA,NA,NA,"6",NA,"321","123","311",NA,NA,"212222","True","utterance_choice"
"92","4","915","18","English","square","0","solid","1","cloud","1","blue","0","striped","0","green","1",NA,NA,NA,NA,NA,NA,"6",NA,"113","113","321",NA,NA,"212121","False","utterance_choice"
"93","4","1265","19","English","circle","0.5","red","0.5","green","0.5","cloud","0.5","solid","0.5","square","0.5","blue","0.5","polka-dotted","0.5","striped","0.5","9",NA,"321","112","233",NA,NA,"111111","False","utterance_choice"
"94","4","1253","20","English","red","0.5","solid","0.5","blue","0.5","square","0.5","polka-dotted","0.5","cloud","0.5","striped","0.5","green","0.5","circle","0.5","9",NA,"322","211","133",NA,NA,"111111","False","utterance_choice"
"95","4","1179","21","English","square","0","polka-dotted","0","solid","0.5","circle","0","green","1",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"313","213","333",NA,NA,"212232","True","utterance_choice"
"96","4","1746","22","English","solid","0","square","1","blue","0","red","1","cloud","0","polka-dotted","1",NA,NA,NA,NA,NA,NA,"6",NA,"312","332","131",NA,NA,"212112","True","utterance_choice"
"97","4","1407","23","English","circle","0.5","solid","0","square","0","polka-dotted","0","blue","1","striped","0",NA,NA,NA,NA,NA,NA,"6",NA,"221","211","331",NA,NA,"322111","True","utterance_choice"
"98","4","389","24","English","cloud","0","polka-dotted","0","circle","0.5","striped","0.5","blue","1",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"231","221","121",NA,NA,"122132","True","utterance_choice"
"99","4","1685","25","English","cloud","0.5","blue","0","striped","0.5","green","0.5","square","0","polka-dotted","0",NA,NA,NA,NA,NA,NA,"6",NA,"331","123","123",NA,NA,"121212","False","utterance_choice"
"100","4","2368","26","English","circle","0","square","0","cloud","0","blue","1","polka-dotted","1",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"131","331","231",NA,NA,"113232","True","utterance_choice"
"101","5","1885","6","English","solid things","1","striped things","0.05","polka-dotted things","0","clouds","0.95","circles","0.3","squares","0",NA,NA,NA,NA,NA,NA,NA,"111",NA,"132","132","blue","123212",NA,"False","prior_inference"
"102","5","1455","7","English","clouds","0","circles","0","squares","1","solid things","0.95","striped things","0","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"313",NA,"322","332","green","123211",NA,"False","prior_inference"
"103","5","1173","8","English","clouds","0.05","circles","1","squares","0.2","solid things","0","striped things","1","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"223",NA,"323","221","green","212232",NA,"True","prior_inference"
"104","5","1556","9","English","solid things","0","striped things","1","polka-dotted things","0","blue things","0","red things","0","green things","0.85",NA,NA,NA,NA,NA,NA,NA,"323",NA,"323","311","square","322121",NA,"True","prior_inference"
"105","5","1708","10","English","solid things","1","striped things","0","polka-dotted things","0","clouds","0","circles","1","squares","0",NA,NA,NA,NA,NA,NA,NA,"212",NA,"232","333","red","212112",NA,"True","prior_inference"
"106","5","412","11","English","clouds","0","circles","0","squares","1","blue things","1","red things","0","green things","0",NA,NA,NA,NA,NA,NA,NA,"311",NA,"113","213","solid","321112",NA,"True","prior_inference"
"107","5","1500","12","English","clouds","0","circles","0.95","squares","0","blue things","0","red things","0","green things","1",NA,NA,NA,NA,NA,NA,NA,"233",NA,"113","313","polka-dotted","123211",NA,"False","prior_inference"
"108","5","576","13","English","solid things","0","striped things","1","polka-dotted things","0","blue things","0","red things","0","green things","1",NA,NA,NA,NA,NA,NA,NA,"123",NA,"121","321","cloud","213212",NA,"True","prior_inference"
"109","5","125","14","English","solid things","0","striped things","0","polka-dotted things","1","clouds","1","circles","0","squares","0",NA,NA,NA,NA,NA,NA,NA,"132",NA,"112","223","red","212111",NA,"True","prior_inference"
"110","5","2156","15","English","clouds","1","circles","0","squares","0","blue things","0","red things","0","green things","1",NA,NA,NA,NA,NA,NA,NA,"113",NA,"332","231","solid","121111",NA,"False","prior_inference"
"111","5","586","17","English","red","0.9","blue","0.65","square","0.65","striped","0.95","polka-dotted","1",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"332","331","321",NA,NA,"213212","True","utterance_choice"
"112","5","1925","18","English","cloud","0.65","striped","0.6","square","0.95","blue","0.95","red","0.65","solid","0.7","polka-dotted","0.7",NA,NA,NA,NA,"7",NA,"322","131","111",NA,NA,"111212","True","utterance_choice"
"113","5","597","19","English","square","0","polka-dotted","0.7","striped","0.75","red","0.9","blue","0.95",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"331","321","322",NA,NA,"213212","True","utterance_choice"
"114","5","1658","20","English","cloud","0.75","striped","0.8","circle","0.85","polka-dotted","0.7","red","0.8","blue","0.85",NA,NA,NA,NA,NA,NA,"6",NA,"131","222","222",NA,NA,"121212","False","utterance_choice"
"115","5","1843","21","English","green","0.8","striped","0.8","red","0.8","polka-dotted","0.8","square","0.8","cloud","0.75",NA,NA,NA,NA,NA,NA,"6",NA,"133","132","322",NA,NA,"122121","True","utterance_choice"
"116","5","602","22","English","circle","0.85","polka-dotted","0.85","blue","0.8","green","0.8","solid","0.8","red","0.85","square","0.8",NA,NA,NA,NA,"7",NA,"213","211","332",NA,NA,"112121","True","utterance_choice"
"117","5","1691","23","English","square","0.95","red","0.8","circle","0.8","polka-dotted","0.8","solid","0.8","green","0.8",NA,NA,NA,NA,NA,NA,"6",NA,"232","313","313",NA,NA,"121212","False","utterance_choice"
"118","5","1991","24","English","polka-dotted","0.95","circle","1","red","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"232","232","232",NA,NA,"323232","False","utterance_choice"
"119","5","1291","25","English","polka-dotted","0.8","red","0.8","square","0.8","solid","0.8","circle","0.8","green","0.8","cloud","0.85","blue","0.8","striped","0.85","9",NA,"231","322","113",NA,NA,"111111","False","utterance_choice"
"120","5","2083","26","English","circle","0.9","red","1","green","0.95","cloud","0.9","solid","0","square","0.75","blue","0.85",NA,NA,NA,NA,"7",NA,"213","111","312",NA,NA,"321111","True","utterance_choice"
"121","6","778","6","English","blue things","0","red things","0","green things","1","solid things","1","striped things","0","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"213",NA,"222","122","circle","211212",NA,"True","prior_inference"
"122","6","756","7","English","clouds","0","circles","0.95","squares","0","solid things","0","striped things","1","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"222",NA,"332","333","red","211212",NA,"True","prior_inference"
"123","6","419","8","English","blue things","0","red things","0","green things","1","solid things","0","striped things","1","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"123",NA,"132","112","cloud","321112",NA,"True","prior_inference"
"124","6","1697","9","English","blue things","0.6","red things","0","green things","0","solid things","0.9","striped things","1","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"321",NA,"213","213","square","121212",NA,"False","prior_inference"
"125","6","1850","10","English","blue things","0.85","red things","0","green things","0","clouds","0","circles","0.95","squares","0",NA,NA,NA,NA,NA,NA,NA,"221",NA,"211","113","striped","122121",NA,"False","prior_inference"
"126","6","1830","11","English","blue things","1","red things","0","green things","0","solid things","0","striped things","0.85","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"221",NA,"121","133","circle","122121",NA,"False","prior_inference"
"127","6","1440","12","English","clouds","0","circles","0.95","squares","0","solid things","0","striped things","1","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"223",NA,"233","313","green","322111",NA,"True","prior_inference"
"128","6","540","13","English","clouds","0","circles","0.7","squares","0","blue things","0.8","red things","0","green things","0",NA,NA,NA,NA,NA,NA,NA,"211",NA,"221","233","solid","112132",NA,"False","prior_inference"
"129","6","786","14","English","solid things","1","striped things","0","polka-dotted things","0","blue things","0","red things","1","green things","0",NA,NA,NA,NA,NA,NA,NA,"112",NA,"123","223","cloud","211212",NA,"True","prior_inference"
"130","6","2246","15","English","blue things","1","red things","0","green things","0.05","solid things","0.5","striped things","0","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"311",NA,"313","312","square","323211",NA,"True","prior_inference"
"131","6","1260","17","English","cloud","0.95","green","1","polka-dotted","0.95","blue","0.95","circle","0.95","square","0.95","red","0.95","solid","0.95","striped","0.95","9",NA,"221","333","112",NA,NA,"111111","False","utterance_choice"
"132","6","2219","18","English","blue","0.1","green","0.1","red","0.05","polka-dotted","0.05","cloud","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"133","132","131",NA,NA,"323211","True","utterance_choice"
"133","6","1922","19","English","blue","0","cloud","0.95","striped","0","red","0.7","polka-dotted","0.05","circle","0.05","solid","0.05",NA,NA,NA,NA,"7",NA,"221","132","112",NA,NA,"111212","True","utterance_choice"
"134","6","1986","20","English","cloud","0.95","polka-dotted","0.95","red","0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"132","132","132",NA,NA,"323232","False","utterance_choice"
