workerid,response6,response7,response4,response5,response2,response3,response1,response8,response9,pref9,obj1,obj3,obj2,ambiguous,slide_number,condition,trial_type,pref8,item,numFeatures,pref1,pref2,pref3,pref4,pref5,pref6,pref7,language,enjoyment,gender,age,comments,assess,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
1,NA,NA,0.5,NA,0.25,1,0.05,NA,NA,NA,211,221,211,True,4,213232,multi_slider,NA,2273,4,circle,blue,striped,solid,NA,NA,NA,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,NA,NA,0.9,0.05,0.9,0.1,0.9,NA,NA,NA,321,121,221,True,5,323211,multi_slider,NA,2201,5,square,circle,blue,cloud,striped,NA,NA,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,0,0.9,0.15,0.8,0.9,0.9,0.9,NA,NA,NA,221,112,132,True,6,111212,multi_slider,NA,1901,7,striped,blue,circle,red,solid,cloud,polka-dotted,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,0.9,1,1,1,1,0.9,1,0.95,1,cloud,131,213,322,False,7,111111,multi_slider,striped,1283,9,red,circle,solid,polka-dotted,green,square,blue,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,0.9,1,0.9,1,0.9,0.9,1,0.2,NA,NA,212,131,313,True,8,112111,multi_slider,solid,818,8,green,circle,cloud,polka-dotted,blue,square,red,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,0,1,0.85,0.65,1,0.85,1,1,NA,NA,321,212,233,True,9,121111,multi_slider,red,2159,8,blue,green,polka-dotted,striped,solid,circle,square,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,NA,NA,0,NA,1,0,0,NA,NA,NA,133,233,133,True,10,213232,multi_slider,NA,2289,4,cloud,circle,green,polka-dotted,NA,NA,NA,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,0,NA,1,1,0,0,1,NA,NA,NA,112,321,112,False,11,212121,multi_slider,NA,926,6,blue,cloud,solid,square,striped,red,NA,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,0,NA,1,1,1,0,0,NA,NA,NA,322,111,322,False,12,212121,multi_slider,NA,948,6,red,cloud,square,blue,solid,striped,NA,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,0.05,NA,1,0.85,0,1,1,NA,NA,NA,121,211,131,True,13,213211,multi_slider,NA,312,6,circle,blue,polka-dotted,striped,solid,cloud,NA,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,0.5,NA,0,0,0.9,0.9,1,NA,NA,NA,122,313,312,True,14,211212,multi_slider,NA,777,6,cloud,striped,green,red,solid,square,NA,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,NA,NA,NA,NA,1,1,1,NA,NA,NA,223,223,223,False,15,323232,multi_slider,NA,1973,3,circle,green,striped,NA,NA,NA,NA,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
1,1,0.9,1,0.95,1,0.5,1,1,NA,NA,221,132,323,True,16,211111,multi_slider,polka-dotted,498,8,circle,cloud,striped,green,blue,red,square,English,1,Female,45,,Confused,3,Windows,864,1536,Chrome,30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:21 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:21 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=30ZKOOGW2W1HUMJEAYYXOPOZ9Q1A1E,3N2BF7Y2VRQWNIBA0SWPEMVUP0BMHU,1,Submitted,Fri Dec 21 02:05:36 PST 2018,Thu Dec 20 09:15:13 PST 2018,Thu Dec 20 09:25:36 PST 2018,,,,,,[],10.240833333333333
