"","X","workerid","pref1","order0","simPreference0","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","obj1","obj2","pref0","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","uttFeat","targetOC27","obj1OC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"302",318,19,"striped",331,1,131,4,0.230769230769231,"striped","texture",6.07456666666667,0,221,131,"solid","solid",0.65,131,2,"solid",2,0.769230769230769,"female",221,"striped",0,3,331,"polka-dotted",0.5,"cloud","321",0,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0.3,"321-2","polka-dotted",1,751,1,1,1,"english","Male","ty",33,"Yes",1,7,5,7,9,NA,NA,NA,0.23077,0,0.76923,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.23528,0.42465,0.34007,0,0,0,113221,0
"303",319,19,"striped",122,1,122,4,0.285714285714286,"striped","texture",6.07456666666667,0,311,321,"solid","solid",0.65,321,2,"solid",2,0,"female",311,"striped",0.714285714285714,3,122,"polka-dotted",0.5,"red","22a2b",1,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.4,"22a2b-2b","polka-dotted",0,2321,2,1,1,"english","Male","ty",33,"Yes",3,13,3,6,13,NA,NA,NA,0.28571,0.71429,0,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.15519,0.50474,0.34007,0,0,0,122112,0
"304",320,19,"striped",323,1,213,4,1,"striped","texture",6.07456666666667,0,213,323,"solid","solid",0.65,133,2,"solid",2,0,"female",213,"striped",0,3,133,"polka-dotted",0.5,"circle","311",0,"polka-dotted","['cloud', 'circle', 'square', 'green']",1,"311-3","polka-dotted",0,22961,3,1,1,"english","Male","ty",33,"Yes",1,20,20,24,25,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.29246,0.42272,0.28481,0,0,0,113211,0
"305",321,20,"red",323,0.5,312,4,0.136363636363636,"blue","color",4.93483333333333,1,312,323,"blue","red",0.75,312,0,"green",3,0,"male",333,"green",0.863636363636364,0,333,"red",0,"solid","321",0.95,"green","['square', 'solid', 'striped', 'polka-dotted']",0.15,"321-2","blue",0,28641,0,3,1,"English","Female",NA,31,"Yes",2,12,12,24,27,NA,NA,NA,NA,NA,NA,0.13636,0.86364,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.46587,0.20079,113212,0
"306",322,20,"red",121,0.5,312,5,0.05,"blue","color",4.93483333333333,1,121,312,"blue","red",0.75,132,0,"green",3,0,"male",312,"green",0.95,0,132,"red",0,"solid","22b1",0.95,"green","['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.05,"22b1-2","blue",0,5132,1,3,1,"English","Female",NA,31,"Yes",2,12,4,12,16,NA,NA,NA,NA,NA,NA,0.05,0.95,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.24071,0.5585,0.20079,112112,0
"307",323,20,"red",233,0.5,211,4,0.2,"blue","color",4.93483333333333,1,211,331,"blue","red",0.75,331,0,"green",3,0,"male",211,"green",0.8,0,233,"red",0,"solid","22b2b",0.8,"green","['circle', 'square', 'solid', 'polka-dotted']",0.2,"22b2b-2","blue",0,23292,2,3,1,"English","Female",NA,31,"Yes",2,2,2,9,26,NA,NA,NA,NA,NA,NA,0.2,0.8,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.29385,0.5585,0.14765,122122,0
"308",324,20,"red",212,0.5,212,4,0.2,"blue","color",4.93483333333333,1,212,222,"blue","red",0.75,233,0,"green",3,0,"male",222,"green",0.8,0,233,"red",0,"solid","321",0.8,"green","['circle', 'solid', 'striped', 'polka-dotted']",0.2,"321-2","blue",0,23881,3,3,1,"English","Female",NA,31,"Yes",2,11,11,14,26,NA,NA,NA,NA,NA,NA,0.2,0.8,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.29385,0.60915,0.097,113221,0
"309",325,20,"red",212,0.5,122,4,0.208333333333333,"blue","color",4.93483333333333,1,212,122,"blue","blue",0.3,122,2,"green",3,0.166666666666667,"male",213,"red",0.625,1,213,"red",0,"striped","22a2b",0.75,"green","['cloud', 'circle', 'solid', 'striped']",0.25,"22a2b-2b","green",0.2,10452,0,3,1,"English","Female",NA,31,"Yes",2,13,11,13,20,NA,NA,NA,NA,NA,NA,0.20833,0.625,0.16667,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.41605,0.25061,122112,0
"310",326,20,"red",222,0.5,222,3,0.208333333333333,"blue","color",4.93483333333333,1,231,222,"blue","blue",0.3,233,2,"green",3,0.166666666666667,"male",231,"red",0.625,1,233,"red",0,"striped","321",0.75,"green","['circle', 'striped', 'polka-dotted']",0.25,"321-3","green",0.2,23851,1,3,1,"English","Female",NA,31,"Yes",2,14,8,14,26,NA,NA,NA,NA,NA,NA,0.20833,0.625,0.16667,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.21516,0.62308,0.16176,123211,0
"311",327,20,"red",131,0.5,233,4,0.192307692307692,"blue","color",4.93483333333333,1,131,233,"blue","blue",0.3,333,2,"green",3,0.384615384615385,"male",233,"red",0.423076923076923,1,333,"red",0,"circle","321",0.55,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.25,"321-2","green",0.5,29061,2,3,1,"English","Female",NA,31,"Yes",1,26,7,26,27,NA,NA,NA,NA,NA,NA,0.19231,0.42308,0.38462,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.16766,0.62308,0.20926,113221,0
"312",328,20,"red",322,0.5,211,4,0.451612903225806,"blue","color",4.93483333333333,1,211,212,"blue","blue",0.3,212,2,"green",3,0.32258064516129,"male",211,"red",0.225806451612903,1,322,"red",0,"circle","22a2b",0.35,"green","['circle', 'square', 'solid', 'striped']",0.7,"22a2b-2b","green",0.5,4102,3,3,1,"English","Female",NA,31,"Yes",1,2,2,11,15,NA,NA,NA,NA,NA,NA,0.45161,0.22581,0.32258,0,0,0,0,0,0,0.66667,0,0.33333,0,0,0,0,0,0,0.30394,0.4868,0.20926,212112,0
"313",329,20,"circle",123,0,233,3,0.178571428571429,"circle","shape",4.93483333333333,1,123,133,"cloud","circle",0.8,233,2,"square",1,0.285714285714286,"male",133,"cloud",0.535714285714286,2,233,"cloud",0.5,"polka-dotted","322b",0.75,"square","['striped', 'polka-dotted', 'green']",0.25,"322b-2","square",0.4,25970,0,3,1,"English","Female",NA,31,"Yes",2,26,22,25,26,0.17857,0.53571,0.28571,NA,NA,NA,NA,NA,NA,0,0.66667,0.33333,0,0,0,0,0,0,0.20078,0.46589,0.33333,0,0,0,0,0,0,213212,0
"314",330,20,"circle",223,0,223,4,0.161290322580645,"circle","shape",4.93483333333333,1,332,123,"cloud","circle",0.8,332,2,"square",1,0.258064516129032,"male",123,"cloud",0.580645161290323,2,223,"cloud",0.5,"striped","22a1",0.9,"square","['striped', 'polka-dotted', 'red', 'green']",0.25,"22a1-3","square",0.4,17670,1,3,1,"English","Female",NA,31,"Yes",2,23,18,22,23,0.16129,0.58065,0.25806,NA,NA,NA,NA,NA,NA,0,0.8,0.2,0,0,0,0,0,0,0.1243,0.66931,0.2064,0,0,0,0,0,0,212111,0
"315",331,20,"circle",223,0,323,2,0.0666666666666667,"circle","shape",4.93483333333333,1,123,223,"cloud","circle",0.8,123,2,"square",1,0.333333333333333,"male",323,"cloud",0.6,2,323,"cloud",0.5,"striped","331",0.9,"square","['striped', 'green']",0.1,"331-3","square",0.5,20230,2,3,1,"English","Female",NA,31,"Yes",2,24,22,23,24,0.06667,0.6,0.33333,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0.09767,0.52595,0.37638,0,0,0,0,0,0,323211,0
"316",332,20,"circle",133,0,331,3,0.0666666666666667,"circle","shape",4.93483333333333,1,231,331,"cloud","circle",0.8,231,2,"square",1,0.333333333333333,"male",331,"cloud",0.6,2,133,"cloud",0.5,"blue","321",0.9,"square","['polka-dotted', 'blue', 'green']",0.1,"321-3","square",0.5,20590,3,3,1,"English","Female",NA,31,"Yes",3,9,8,9,25,0.06667,0.6,0.33333,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0.06526,0.35132,0.58343,0,0,0,0,0,0,213211,0
"317",333,20,"red",122,1,221,3,0.483870967741935,"green","color",4.93483333333333,0.5,221,122,"blue","blue",0.75,221,2,"blue",3,0.193548387096774,"male",223,"green",0.32258064516129,3,223,"red",0,"circle","321",0.5,"green","['cloud', 'circle', 'striped']",0.75,"321-3","red",0.3,16101,0,3,1,"English","Female",NA,31,"Yes",1,5,5,13,23,NA,NA,NA,NA,NA,NA,0.48387,0.32258,0.19355,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.53708,0.23148,0.23144,213211,0
"318",334,20,"red",111,1,312,4,0.483870967741935,"green","color",4.93483333333333,0.5,111,312,"blue","blue",0.75,332,2,"blue",3,0.193548387096774,"male",312,"green",0.32258064516129,3,332,"red",0,"square","22a2b",0.5,"green","['cloud', 'square', 'solid', 'polka-dotted']",0.75,"22a2b-2a","red",0.3,7352,1,3,1,"English","Female",NA,31,"Yes",1,12,1,12,18,NA,NA,NA,NA,NA,NA,0.48387,0.32258,0.19355,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.44802,0.32054,0.23144,212122,0
"319",335,20,"red",213,1,221,5,0.566666666666667,"green","color",4.93483333333333,0.5,221,332,"blue","blue",0.75,221,2,"blue",3,0.1,"male",332,"green",0.333333333333333,3,213,"red",0,"circle","211",0.5,"green","['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.85,"211-3","red",0.15,11092,2,3,1,"English","Female",NA,31,"Yes",1,5,5,18,20,NA,NA,NA,NA,NA,NA,0.56667,0.33333,0.1,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0.65318,0.20142,0.1454,211111,0
"320",336,20,"red",213,1,231,5,0.566666666666667,"green","color",4.93483333333333,0.5,231,122,"blue","blue",0.75,231,2,"blue",3,0.1,"male",122,"green",0.333333333333333,3,213,"red",0,"circle","211",0.5,"green","['cloud', 'circle', 'solid', 'striped', 'polka-dotted']",0.85,"211-3","red",0.15,10422,3,3,1,"English","Female",NA,31,"Yes",1,8,8,13,20,NA,NA,NA,NA,NA,NA,0.56667,0.33333,0.1,0,0,0,0,0,0,0.88889,0.11111,0,0,0,0,0,0,0,0.81378,0.10816,0.07806,211111,0
"321",337,21,"red",313,1,313,5,0.3125,"red","color",10.4254333333333,0,212,313,"blue","blue",0.65,133,3,"blue",3,0.46875,"male",212,"green",0.21875,0,133,"green",0.5,"square","22b1",0.35,"green","['cloud', 'circle', 'square', 'solid', 'polka-dotted']",0.5,"22b1-2","red",0.75,22242,0,2,1,"english","Male",NA,38,"Yes",1,21,11,21,25,NA,NA,NA,NA,NA,NA,0.3125,0.21875,0.46875,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33031,0.33636,112122,0
"322",338,21,"red",331,1,112,4,0.257142857142857,"red","color",10.4254333333333,0,331,112,"blue","blue",0.65,112,3,"blue",3,0.285714285714286,"male",133,"green",0.457142857142857,0,133,"green",0.5,"cloud","22b1",0.8,"green","['cloud', 'square', 'solid', 'polka-dotted']",0.45,"22b1-3","red",0.5,20682,1,2,1,"english","Male",NA,38,"Yes",1,10,9,10,25,NA,NA,NA,NA,NA,NA,0.25714,0.45714,0.28571,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0,0.33164,0.39795,0.27042,211211,0
"323",339,21,"red",311,1,311,4,0.393939393939394,"red","color",10.4254333333333,0,311,112,"blue","blue",0.65,112,3,"blue",3,0.303030303030303,"male",213,"green",0.303030303030303,0,213,"green",0.5,"solid","311",0.5,"green","['cloud', 'circle', 'square', 'solid']",0.65,"311-3","red",0.5,10071,2,2,1,"english","Male",NA,38,"Yes",2,3,3,10,20,NA,NA,NA,NA,NA,NA,0.39394,0.30303,0.30303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.42646,0.34149,0.23205,321111,0
"324",340,21,"red",213,1,111,5,0.484848484848485,"red","color",10.4254333333333,0,111,213,"blue","blue",0.65,323,3,"blue",3,0.212121212121212,"male",111,"green",0.303030303030303,0,323,"green",0.5,"solid","22b1",0.5,"green","['cloud', 'circle', 'square', 'solid', 'striped']",0.8,"22b1-2","red",0.35,19422,3,2,1,"english","Male",NA,38,"Yes",2,1,1,20,24,NA,NA,NA,NA,NA,NA,0.48485,0.30303,0.21212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46981,0.34149,0.1887,211211,0
"325",341,21,"striped",213,0.5,213,5,0.483870967741935,"solid","texture",10.4254333333333,1,131,213,"solid","polka-dotted",0.75,323,3,"polka-dotted",2,0.32258064516129,"male",131,"striped",0.193548387096774,1,323,"striped",0,"green","211",0.3,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.75,"211-3","solid",0.5,19481,0,2,1,"english","Male",NA,38,"Yes",3,20,7,20,24,NA,NA,NA,0.48387,0.19355,0.32258,NA,NA,NA,0,0,0,0.66667,0,0.33333,0,0,0,0,0,0,0.4011,0.26766,0.33123,0,0,0,211111,0
"326",342,21,"striped",123,0.5,133,2,0.354838709677419,"solid","texture",10.4254333333333,1,113,123,"solid","polka-dotted",0.75,133,3,"polka-dotted",2,0.516129032258065,"male",113,"striped",0.129032258064516,1,133,"striped",0,"green","331",0.2,"polka-dotted","['cloud', 'green']",0.55,"331-3","solid",0.8,22520,1,2,1,"english","Male",NA,38,"Yes",3,25,19,22,25,NA,NA,NA,0.35484,0.12903,0.51613,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0.34426,0.22973,0.42602,0,0,0,323211,0
"327",343,21,"striped",233,0.5,233,5,0.32258064516129,"solid","texture",10.4254333333333,1,112,323,"solid","polka-dotted",0.75,112,3,"polka-dotted",2,0.580645161290323,"male",323,"striped",0.0967741935483871,1,233,"striped",0,"green","211",0.15,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",0.5,"211-3","solid",0.9,25621,2,2,1,"english","Male",NA,38,"Yes",3,26,10,24,26,NA,NA,NA,0.32258,0.09677,0.58065,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0.32919,0.17751,0.4933,0,0,0,211111,0
"328",344,21,"striped",311,0.5,311,4,0.375,"solid","texture",10.4254333333333,1,311,321,"solid","polka-dotted",0.75,132,3,"polka-dotted",2,0.5625,"male",321,"striped",0.0625,1,132,"striped",0,"square","22a1",0.1,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.6,"22a1-3","solid",0.9,4671,3,2,1,"english","Male",NA,38,"Yes",1,3,3,6,16,NA,NA,NA,0.375,0.0625,0.5625,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0.38501,0.13854,0.47645,0,0,0,212111,0
"329",345,21,"striped",332,0,322,3,0.27027027027027,"polka-dotted","texture",10.4254333333333,0.5,311,322,"solid","striped",0.75,311,3,"striped",2,0.27027027027027,"male",322,"solid",0.459459459459459,2,332,"solid",1,"square","321",0.85,"polka-dotted","['square', 'blue', 'red']",0.5,"321-3","polka-dotted",0.5,7730,0,2,1,"english","Male",NA,38,"Yes",1,15,3,15,18,NA,NA,NA,0.27027,0.45946,0.27027,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.28583,0.42833,0.28583,0,0,0,322111,0
"330",346,21,"striped",323,0,323,4,0.263157894736842,"polka-dotted","texture",10.4254333333333,0.5,213,323,"solid","striped",0.75,133,3,"striped",2,0.263157894736842,"male",213,"solid",0.473684210526316,2,133,"solid",1,"green","311",0.9,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.5,"311-3","polka-dotted",0.5,22961,1,2,1,"english","Male",NA,38,"Yes",3,24,20,24,25,NA,NA,NA,0.26316,0.47368,0.26316,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.23553,0.52893,0.23553,0,0,0,321111,0
"331",347,21,"striped",332,0,332,4,0.166666666666667,"polka-dotted","texture",10.4254333333333,0.5,312,332,"solid","striped",0.75,113,3,"striped",2,0.333333333333333,"male",312,"solid",0.5,2,113,"solid",1,"square","22a2b",0.9,"polka-dotted","['cloud', 'square', 'red', 'green']",0.3,"22a2b-2b","polka-dotted",0.6,9631,2,2,1,"english","Male",NA,38,"Yes",1,18,12,18,19,NA,NA,NA,0.16667,0.5,0.33333,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.20005,0.52893,0.27102,0,0,0,212112,0
"332",348,21,"striped",333,0,321,4,0.162162162162162,"polka-dotted","texture",10.4254333333333,0.5,321,332,"solid","striped",0.75,321,3,"striped",2,0.324324324324324,"male",332,"solid",0.513513513513513,2,333,"solid",1,"square","321",0.95,"polka-dotted","['square', 'blue', 'red', 'green']",0.3,"321-2","polka-dotted",0.6,27410,3,2,1,"english","Male",NA,38,"Yes",1,6,6,18,27,NA,NA,NA,0.16216,0.51351,0.32432,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.20005,0.59612,0.20383,0,0,0,321211,0
"333",349,21,"striped",112,0.5,323,4,0.285714285714286,"solid","texture",10.4254333333333,0,112,113,"solid","striped",0.75,323,3,"striped",2,0.285714285714286,"male",113,"polka-dotted",0.428571428571429,3,323,"polka-dotted",1,"green","22a2b",0.75,"polka-dotted","['cloud', 'square', 'red', 'green']",0.5,"22a2b-2a","solid",0.5,19331,0,2,1,"english","Male",NA,38,"Yes",3,24,10,19,24,NA,NA,NA,0.28571,0.42857,0.28571,NA,NA,NA,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0.28312,0.38355,0.33333,0,0,0,211212,0
"334",350,21,"striped",133,0.5,223,4,0.285714285714286,"solid","texture",10.4254333333333,0,211,223,"solid","striped",0.75,223,3,"striped",2,0.285714285714286,"male",211,"polka-dotted",0.428571428571429,3,133,"polka-dotted",1,"green","22b1",0.75,"polka-dotted","['cloud', 'circle', 'blue', 'green']",0.5,"22b1-3","solid",0.5,22561,1,2,1,"english","Male",NA,38,"Yes",3,23,2,23,25,NA,NA,NA,0.28571,0.42857,0.28571,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.2784,0.45672,0.26487,0,0,0,212211,0
"335",351,21,"striped",313,0.5,323,2,0.27027027027027,"solid","texture",10.4254333333333,0,313,323,"solid","striped",0.75,333,3,"striped",2,0.27027027027027,"male",323,"polka-dotted",0.459459459459459,3,333,"polka-dotted",1,"square","331",0.85,"polka-dotted","['square', 'green']",0.5,"331-3","solid",0.5,28730,2,2,1,"english","Male",NA,38,"Yes",1,24,21,24,27,NA,NA,NA,0.27027,0.45946,0.27027,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.22677,0.55749,0.21575,0,0,0,323211,0
"336",352,21,"striped",313,0.5,212,4,0.3125,"solid","texture",10.4254333333333,0,212,313,"solid","striped",0.75,233,3,"striped",2,0.15625,"male",212,"polka-dotted",0.53125,3,233,"polka-dotted",1,"circle","22b2b",0.85,"polka-dotted","['circle', 'square', 'red', 'green']",0.5,"22b2b-2","solid",0.25,25001,3,2,1,"english","Male",NA,38,"Yes",1,11,11,21,26,NA,NA,NA,0.3125,0.53125,0.15625,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.26208,0.55749,0.18044,0,0,0,212212,0
"337",353,22,"circle",122,1,122,4,1,"square","shape",8.4898,0.5,122,222,"cloud","cloud",1,222,3,"cloud",1,0,"female",233,"circle",0,0,233,"circle",0,"striped","22a2b",0,"square","['striped', 'polka-dotted', 'red', 'green']",0.9,"22a2b-2b","square",0,23900,0,3,2,"English","Female","That was fun!",33,"Yes",2,13,13,14,26,1,0,0,NA,NA,NA,NA,NA,NA,0.66667,0,0.33333,0,0,0,0,0,0,0.54196,0.1247,0.33333,0,0,0,0,0,0,212112,0
"338",354,22,"circle",323,1,122,4,1,"square","shape",8.4898,0.5,321,122,"cloud","cloud",1,321,3,"cloud",1,0,"female",122,"circle",0,0,323,"circle",0,"striped","321",0,"square","['striped', 'blue', 'red', 'green']",1,"321-2","square",0,18420,1,3,2,"English","Female","That was fun!",33,"Yes",2,13,6,13,24,1,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.77143,0.1247,0.10386,0,0,0,0,0,0,321211,0
"339",355,22,"circle",222,1,332,4,0.555555555555555,"square","shape",8.4898,0.5,321,222,"cloud","cloud",1,332,3,"cloud",1,0.444444444444444,"female",321,"circle",0,0,332,"circle",0,"red","22b2b",0,"square","['striped', 'polka-dotted', 'blue', 'red']",0.75,"22b2b-2","square",0.6,7630,2,3,2,"English","Female","That was fun!",33,"Yes",3,18,6,14,18,0.55556,0,0.44444,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.77143,0.0665,0.16207,0,0,0,0,0,0,212212,0
"340",356,22,"circle",211,1,111,3,0.653846153846154,"square","shape",8.4898,0.5,111,211,"cloud","cloud",1,321,3,"cloud",1,0.346153846153846,"female",111,"circle",0,0,321,"circle",0,"blue","321",0,"square","['solid', 'striped', 'blue']",0.85,"321-3","square",0.45,100,3,3,2,"English","Female","That was fun!",33,"Yes",3,1,1,2,6,0.65385,0,0.34615,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.93909,0.01772,0.04319,0,0,0,0,0,0,322111,0
"341",357,22,"red",131,0,233,4,0.0476190476190476,"red","color",8.4898,1,131,233,"blue","green",1,333,3,"green",3,0.952380952380952,"female",233,"blue",0,1,333,"blue",0.5,"polka-dotted","321",0,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.05,"321-2","red",1,29061,0,3,2,"English","Female","That was fun!",33,"Yes",2,26,7,26,27,NA,NA,NA,NA,NA,NA,0.04762,0,0.95238,0,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0.17618,0.33333,0.49049,322111,0
"342",358,22,"red",132,0,323,5,0,"red","color",8.4898,1,221,132,"blue","green",1,221,3,"green",3,1,"female",323,"blue",0,1,323,"blue",0.5,"striped","211",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0,"211-3","red",1,18802,1,3,2,"English","Female","That was fun!",33,"Yes",2,24,5,16,24,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0.06323,0.13253,0.80423,211111,0
"343",359,22,"red",331,0,132,4,0,"red","color",8.4898,1,331,132,"blue","green",1,232,3,"green",3,0.818181818181818,"female",132,"blue",0.181818181818182,1,232,"blue",0.5,"polka-dotted","321",0.2,"green","['cloud', 'circle', 'square', 'polka-dotted']",0,"321-2","red",0.9,6731,2,3,2,"English","Female","That was fun!",33,"Yes",2,16,9,16,17,NA,NA,NA,NA,NA,NA,0,0.18182,0.81818,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0.02864,0.16713,0.80423,322111,0
"344",360,22,"red",133,0,133,4,0,"red","color",8.4898,1,112,332,"blue","green",1,332,3,"green",3,1,"female",112,"blue",0,1,133,"blue",0.5,"cloud","22b2b",0,"green","['cloud', 'square', 'solid', 'polka-dotted']",0,"22b2b-2","red",1,21692,3,3,2,"English","Female","That was fun!",33,"Yes",1,25,10,18,25,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02864,0.04433,0.92703,212212,0
"345",361,22,"circle",113,0,213,3,0.142857142857143,"circle","shape",8.4898,1,113,213,"cloud","circle",1,223,2,"square",1,0,"female",213,"cloud",0.857142857142857,2,223,"cloud",0.5,"green","322b",0.9,"square","['solid', 'striped', 'green']",0.15,"322b-2","square",0,17290,0,3,2,"English","Female","That was fun!",33,"Yes",3,20,19,20,23,0.14286,0.85714,0,NA,NA,NA,NA,NA,NA,0,0.66667,0.33333,0,0,0,0,0,0,0.17618,0.49049,0.33333,0,0,0,0,0,0,322122,0
"346",362,22,"circle",121,0,221,4,0.0476190476190476,"circle","shape",8.4898,1,121,221,"cloud","circle",1,221,2,"square",1,0,"female",312,"cloud",0.952380952380952,2,312,"cloud",0.5,"striped","22a1",1,"square","['solid', 'striped', 'blue', 'red']",0.05,"22a1-3","square",0,1740,1,3,2,"English","Female","That was fun!",33,"Yes",2,5,4,5,12,0.04762,0.95238,0,NA,NA,NA,NA,NA,NA,0,0.8,0.2,0,0,0,0,0,0,0.06323,0.80423,0.13253,0,0,0,0,0,0,212111,0
"347",363,22,"circle",231,0,331,2,0.0416666666666667,"circle","shape",8.4898,1,131,231,"cloud","circle",1,131,2,"square",1,0.291666666666667,"female",331,"cloud",0.666666666666667,2,331,"cloud",0.5,"polka-dotted","331",0.8,"square","['polka-dotted', 'blue']",0.05,"331-3","square",0.35,830,2,3,2,"English","Female","That was fun!",33,"Yes",2,9,7,8,9,0.04167,0.66667,0.29167,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0.04293,0.54602,0.41105,0,0,0,0,0,0,323211,0
"348",364,22,"circle",221,0,221,4,0,"circle","shape",8.4898,1,221,222,"cloud","circle",1,332,2,"square",1,0.173913043478261,"female",222,"cloud",0.826086956521739,2,332,"cloud",0.5,"striped","22a2b",0.95,"square","['striped', 'polka-dotted', 'blue', 'red']",0,"22a2b-2a","square",0.2,7620,3,3,2,"English","Female","That was fun!",33,"Yes",2,5,5,14,18,0,0.82609,0.17391,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0.04293,0.73647,0.2206,0,0,0,0,0,0,212112,0
"349",365,22,"red",333,0,123,5,0,"green","color",8.4898,0.5,221,123,"blue","red",1,123,3,"red",3,1,"female",221,"blue",0,3,333,"blue",1,"striped","22b1",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0,"22b1-2","green",0.9,28142,0,3,2,"English","Female","That was fun!",33,"Yes",2,22,5,22,27,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0.16979,0.33333,0.49688,212211,0
"350",366,22,"red",333,0,332,2,0,"green","color",8.4898,0.5,331,332,"blue","red",1,331,3,"red",3,0.625,"female",332,"blue",0.375,3,333,"blue",1,"polka-dotted","331",0.45,"green","['square', 'polka-dotted']",0,"331-3","green",0.75,27440,1,3,2,"English","Female","That was fun!",33,"Yes",2,18,9,18,27,NA,NA,NA,NA,NA,NA,0,0.375,0.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07755,0.6955,0.22695,323211,0
