"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"120",120,7,658,20,"English","clouds",0.95,"circles",0.75,"squares",0.5,"blue things",0.5,"red things",1,"green things",0,132,233,121,"polka-dotted",212211,"True",2,1,3,16,26,4,0.43182,0.34091,0.22727,NA,NA,NA,0.33333,0.66667,0,0.60156,0.06511,0.33333,0.33333,0.33333,0.33333,0.34985,0.58959,0.06056,0.66667,0,0.33333,0.33333,0,0.66667,0,1,0,212211,2.10270181581022
"121",121,8,2028,6,"english","solid things",0.7,"striped things",0.5,"polka-dotted things",0.2,"clouds",0.75,"circles",0.35,"squares",0.55,113,133,213,"green",322122,"True",3,2,1,19,25,20,0.45455,0.21212,0.33333,0.5,0.35714,0.14286,NA,NA,NA,0.48587,0.1808,0.33333,0.48587,0.33333,0.1808,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,322122,2.05471876124835
"122",122,8,1903,7,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.2,"polka-dotted things",0.75,231,323,322,"blue",111212,"False",3,1,2,8,24,15,0.33333,0.33333,0.33333,0.34483,0.13793,0.51724,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,1,0,0,111212,2.19722457733622
"123",123,8,735,8,"english","blue things",0.15,"red things",0.5,"green things",0.5,"solid things",0.25,"striped things",0.5,"polka-dotted things",0.75,132,112,331,"cloud",212122,"True",1,3,2,16,10,9,NA,NA,NA,0.16667,0.33333,0.5,0.13043,0.43478,0.43478,0.33333,0.33333,0.33333,0.14068,0.33333,0.52599,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,0.33333,0.66667,0,0.66667,0.33333,212122,2.11293399994892
"124",124,8,900,9,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,112,311,232,"cloud",112122,"False",1,3,2,10,3,17,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,1,0,0,0.66667,0.33333,0,0,0.66667,0.33333,112122,2.19722457733622
"125",125,8,2090,10,"english","solid things",0.2,"striped things",0.7,"polka-dotted things",0.2,"clouds",0.75,"circles",0.1,"squares",0.15,121,211,331,"blue",321111,"True",3,2,1,4,2,9,0.75,0.1,0.15,0.18182,0.63636,0.18182,NA,NA,NA,0.71081,0.1446,0.1446,0.1446,0.71081,0.1446,0.33333,0.33333,0.33333,1,0,0,0,1,0,0.33333,0.33333,0.33333,321111,1.65989676717259
"126",126,8,1347,11,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,313,322,223,"solid",122122,"False",2,1,3,21,15,23,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.66667,0,0.33333,0.33333,0,0.66667,122122,2.19722457733622
"127",127,8,1522,12,"english","clouds",0.2,"circles",0.7,"squares",0.5,"solid things",0.2,"striped things",0.75,"polka-dotted things",0.5,222,212,112,"red",322112,"True",3,1,2,14,11,10,0.14286,0.5,0.35714,0.13793,0.51724,0.34483,NA,NA,NA,0.1808,0.48587,0.33333,0.10399,0.56268,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,322112,1.98608312185372
"128",128,8,2173,13,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,212,323,121,"solid",121111,"False",2,1,3,11,24,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.66667,0,0.33333,0,1,0,121111,2.19722457733622
"129",129,8,752,14,"english","clouds",0.7,"circles",0.5,"squares",0.15,"blue things",0.5,"red things",0.7,"green things",0.2,122,323,333,"striped",211212,"True",2,1,3,13,24,27,0.51852,0.37037,0.11111,NA,NA,NA,0.35714,0.5,0.14286,0.54386,0.33333,0.12281,0.33333,0.33333,0.33333,0.33333,0.54386,0.12281,0.66667,0.33333,0,0.33333,0.66667,0,0.33333,0.66667,0,211212,1.95220482080684
"130",130,8,120,15,"english","blue things",0.2,"red things",0.75,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,331,113,"square",212111,"True",1,3,2,18,9,19,NA,NA,NA,0.33333,0.33333,0.33333,0.13793,0.51724,0.34483,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.11269,0.55398,0.33333,0,0.33333,0.66667,0,0.33333,0.66667,0,1,0,212111,2.0840626790634
"131",131,8,994,16,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,222,313,311,"striped",121112,"False",2,3,1,14,21,3,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0,0.66667,0.33333,0,1,0,121211,2.19722457733622
"132",132,8,1530,17,"english","clouds",0.7,"circles",0.5,"squares",0.3,"solid things",0.1,"striped things",0.8,"polka-dotted things",0.5,123,113,313,"green",322112,"True",3,1,2,22,19,21,0.46667,0.33333,0.2,0.07143,0.57143,0.35714,NA,NA,NA,0.48587,0.33333,0.1808,0.10399,0.56268,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,0.66667,0.33333,0.33333,0.33333,0.33333,322112,1.9277637385647
"133",133,8,109,18,"english","solid things",0.5,"striped things",0.75,"polka-dotted things",0.1,"blue things",0.2,"red things",0.7,"green things",0.5,322,321,133,"square",212111,"True",1,2,3,15,6,25,NA,NA,NA,0.37037,0.55556,0.07407,0.14286,0.5,0.35714,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.11269,0.55398,0.33333,0,0.33333,0.66667,0.33333,0.66667,0,0,1,0,212111,2.09816322926931
"134",134,8,430,19,"english","blue things",0.95,"red things",0.5,"green things",0.05,"solid things",0.25,"striped things",0.95,"polka-dotted things",0.3,321,313,333,"square",321112,"True",1,3,2,6,21,27,NA,NA,NA,0.16667,0.63333,0.2,0.63333,0.33333,0.03333,0.33333,0.33333,0.33333,0.13124,0.73752,0.13124,0.56595,0.33333,0.10071,0.33333,0.33333,0.33333,0,1,0,0.66667,0.33333,0,321211,1.74066402325621
"135",135,8,2227,20,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.05,"circles",1,"squares",0.1,231,131,331,"blue",323211,"True",3,2,1,8,7,9,0.04348,0.86957,0.08696,0.33333,0.33333,0.33333,NA,NA,NA,0.1446,0.71081,0.1446,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211,1.64767567713648
"136",136,9,592,6,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,211,231,233,"blue",213212,"True",3,2,1,2,8,26,0,1,0,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.66661,0.33333,6e-05,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.66667,0.33333,0,213212,1.50416292599655
"137",137,9,484,7,"english","blue things",0,"red things",0,"green things",1,"solid things",1,"striped things",0,"polka-dotted things",0,213,222,131,"circle",211111,"True",1,3,2,20,14,7,NA,NA,NA,1,0,0,0,0,1,0.33333,0.33333,0.33333,0.66663,4e-05,0.33333,0.33333,4e-05,0.66663,0,0.66667,0.33333,1,0,0,0,0,1,211111,0.81104782793116
"138",138,9,1844,8,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,112,113,233,"red",122121,"False",3,2,1,10,19,26,1,0,0,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,0.33333,0.66667,0,122121,2.19722457733622
"139",139,9,112,9,"english","clouds",0.95,"circles",0,"squares",0,"solid things",1,"striped things",0,"polka-dotted things",0,113,313,221,"green",212111,"True",3,1,2,19,21,5,1,0,0,1,0,0,NA,NA,NA,0.66663,0.33333,4e-05,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,1,0,0,0.66667,0,0.33333,0,0.33333,0.66667,212111,1.50413620263369
"140",140,9,339,10,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,312,332,323,"red",213211,"True",3,2,1,12,18,24,0,0,1,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.66663,0.33333,4e-05,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,1,0,0,0.33333,0.66667,0,213211,1.50413620263369
"141",141,9,1621,11,"english","solid things",0,"striped things",0,"polka-dotted things",1,"clouds",1,"circles",0,"squares",0,132,212,221,"red",211112,"True",3,2,1,16,11,5,1,0,0,0,0,1,NA,NA,NA,0.6666,6e-05,0.33333,3e-05,0.3077,0.69227,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0,1,0,0.66667,0.33333,211211,0.773339156474474
"142",142,9,1110,12,"english","blue things",0,"red things",1,"green things",0,"clouds",0,"circles",1,"squares",0,232,333,333,"polka-dotted",321212,"True",2,3,1,17,27,27,0,1,0,NA,NA,NA,0,1,0,0.33333,0.66664,2e-05,0.33333,0.33333,0.33333,0.33333,0.66664,2e-05,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.66667,0,321212,0.81099743137889
"143",143,9,1313,13,"english","blue things",0,"red things",1,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",1,132,233,222,"cloud",122122,"False",1,3,2,16,26,14,NA,NA,NA,0,0,1,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0,0.66667,0.33333,0.66667,0,122122,2.19722457733622
"144",144,9,1740,14,"english","blue things",0,"red things",0,"green things",1,"clouds",1,"circles",0,"squares",0,113,112,332,"solid",212112,"True",2,3,1,19,10,18,1,0,0,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,6e-05,0.66661,0.66667,0.33333,0,0.66667,0.33333,0,0.33333,0,0.66667,212112,1.50416559821499
"145",145,9,900,15,"english","blue things",0,"red things",1,"green things",0,"solid things",1,"striped things",0,"polka-dotted things",0,112,311,232,"cloud",112122,"False",1,3,2,10,3,17,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,1,0,0,0.66667,0.33333,0,0,0.66667,0.33333,112122,2.19722457733622
"146",146,9,1448,16,"english","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",0,"green things",1,123,113,131,"cloud",322111,"True",1,2,3,22,19,7,NA,NA,NA,0,1,0,0,0,1,0.33333,0.33333,0.33333,6e-05,0.99987,7e-05,1e-04,0.33333,0.66657,0.33333,0.33333,0.33333,0,1,0,0,0.33333,0.66667,322111,0.405748414788823
"147",147,9,2106,17,"english","solid things",0,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0,"green things",1,233,311,121,"circle",111112,"False",1,2,3,26,3,4,NA,NA,NA,0,0,1,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0,0,1,0,0.33333,0.66667,111211,2.19722457733622
"148",148,9,483,18,"english","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,112,131,223,"cloud",211111,"True",1,2,3,10,7,23,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.66663,0.33333,4e-05,4e-05,0.66663,0.33333,0.66667,0,0.33333,1,0,0,0,1,0,211111,0.81104782793116
"149",149,9,1763,19,"english","clouds",1,"circles",0,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0,121,121,221,"blue",322132,"True",3,1,2,4,4,5,1,0,0,0,1,0,NA,NA,NA,0.66655,0.00011,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,1.5042453830301
"150",150,9,2102,20,"english","blue things",0,"red things",0,"green things",1,"solid things",0,"striped things",1,"polka-dotted things",0,223,331,132,"circle",111112,"False",1,3,2,23,9,16,NA,NA,NA,0,1,0,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.33333,0.66667,0,0,0,1,111211,2.19722457733622
"151",151,10,1524,6,"english","solid things",0.3,"striped things",0.25,"polka-dotted things",0.8,"clouds",0.15,"circles",0.1,"squares",0.65,333,313,113,"green",322112,"True",3,2,1,27,21,19,0.16667,0.11111,0.72222,0.22222,0.18519,0.59259,NA,NA,NA,0.17055,0.33333,0.49611,0.09502,0.33333,0.57165,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0.33333,0.66667,0.33333,0.33333,0.33333,322112,1.98098069747479
"152",152,10,2182,7,"english","clouds",0.15,"circles",0.8,"squares",0.2,"solid things",0.2,"striped things",0.1,"polka-dotted things",0.1,211,333,123,"blue",121111,"False",3,1,2,2,27,22,0.13043,0.69565,0.17391,0.5,0.25,0.25,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,1,0,0,0.66667,0.33333,0,121111,2.19722457733622
"153",153,10,1588,8,"english","blue things",0.2,"red things",0.7,"green things",0.25,"solid things",0.2,"striped things",0.8,"polka-dotted things",0.1,122,122,111,"cloud",322121,"True",1,3,2,13,13,1,NA,NA,NA,0.18182,0.72727,0.09091,0.17391,0.6087,0.21739,0.33333,0.33333,0.33333,0.19928,0.46738,0.33333,0.19928,0.46738,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.66667,0.33333,322121,1.92865339526757
"154",154,10,1618,9,"english","solid things",0.15,"striped things",0.8,"polka-dotted things",0.15,"blue things",0.8,"red things",0.15,"green things",0.2,221,212,132,"circle",211112,"True",1,2,3,5,11,16,NA,NA,NA,0.13636,0.72727,0.13636,0.69565,0.13043,0.17391,0.33333,0.33333,0.33333,0.09256,0.58673,0.32072,0.53554,0.13112,0.33333,0,0.66667,0.33333,0,1,0,0.66667,0,0.33333,211211,1.75786122638565
"155",155,10,1127,10,"english","clouds",0.15,"circles",0.7,"squares",0.2,"blue things",0.15,"red things",0.15,"green things",0.7,223,321,321,"striped",321212,"True",2,1,3,23,6,6,0.14286,0.66667,0.19048,NA,NA,NA,0.15,0.15,0.7,0.33333,0.58788,0.07879,0.33333,0.33333,0.33333,0.07879,0.33333,0.58788,0.33333,0.66667,0,0.33333,0.33333,0.33333,0,0.33333,0.66667,321212,1.9129110782359
"156",156,10,816,11,"english","solid things",0.7,"striped things",0.05,"polka-dotted things",0.2,"blue things",0.25,"red things",0.2,"green things",0.85,213,123,332,"circle",112111,"False",1,2,3,20,22,18,NA,NA,NA,0.73684,0.05263,0.21053,0.19231,0.15385,0.65385,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,1,0,0,0.33333,0,0.66667,112111,2.19722457733622
"157",157,10,1186,12,"english","solid things",0.2,"striped things",0.1,"polka-dotted things",0.8,"blue things",0.75,"red things",0.1,"green things",0.1,331,311,231,"square",212232,"True",1,2,3,9,3,8,NA,NA,NA,0.18182,0.09091,0.72727,0.78947,0.10526,0.10526,0.33333,0.33333,0.33333,0.13224,0.33333,0.53442,0.33333,0.33333,0.33333,0.33333,0,0.66667,0,0.33333,0.66667,0.33333,0.33333,0.33333,213222,2.02200968793612
"158",158,10,1421,13,"english","solid things",0.2,"striped things",0.25,"polka-dotted things",0.75,"clouds",0.65,"circles",0.05,"squares",0,133,333,223,"green",322111,"True",3,2,1,25,27,23,0.92857,0.07143,0,0.16667,0.20833,0.625,NA,NA,NA,0.71648,0.15175,0.13177,0.33333,0.17567,0.49099,0.33333,0.33333,0.33333,1,0,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,322111,1.43427257431967
"159",159,10,35,14,"english","solid things",0.8,"striped things",0.15,"polka-dotted things",0.15,"clouds",0.75,"circles",0.15,"squares",0.1,111,212,232,"blue",122112,"False",3,2,1,1,11,17,0.75,0.15,0.1,0.72727,0.13636,0.13636,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,0.66667,0,0.33333,122112,2.19722457733622
"160",160,10,1728,15,"english","solid things",0.8,"striped things",0.15,"polka-dotted things",0.15,"blue things",0.65,"red things",0.2,"green things",0.25,311,312,222,"square",212112,"True",1,2,3,3,12,14,NA,NA,NA,0.72727,0.13636,0.13636,0.59091,0.18182,0.22727,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.53967,0.127,0.33333,0.33333,0,0.66667,0.66667,0,0.33333,0.66667,0,0.33333,212112,2.08796654146042
"161",161,10,2212,16,"english","blue things",0.15,"red things",0.15,"green things",0.8,"solid things",0.2,"striped things",0.8,"polka-dotted things",0.15,223,213,233,"circle",323211,"True",1,3,2,23,20,26,NA,NA,NA,0.17391,0.69565,0.13043,0.13636,0.13636,0.72727,0.33333,0.33333,0.33333,0.13446,0.73108,0.13446,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.33333,0.33333,0.33333,323211,1.92718382529459
"162",162,10,289,17,"english","solid things",0.25,"striped things",0.25,"polka-dotted things",0.85,"clouds",0.1,"circles",0.7,"squares",0.15,232,312,233,"red",212222,"True",3,2,1,17,12,26,0.10526,0.73684,0.15789,0.18519,0.18519,0.62963,NA,NA,NA,0.33333,0.52151,0.14516,0.14516,0.33333,0.52151,0.33333,0.33333,0.33333,0.33333,0.66667,0,0,0.33333,0.66667,0.33333,0.66667,0,212222,1.8708252097548
"163",163,10,343,18,"english","blue things",0.8,"red things",0.2,"green things",0.2,"solid things",0.2,"striped things",0.7,"polka-dotted things",0.1,321,323,122,"square",213211,"True",1,3,2,6,24,13,NA,NA,NA,0.2,0.7,0.1,0.66667,0.16667,0.16667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5631,0.33333,0.10356,0,0.33333,0.66667,0.33333,0.33333,0.33333,1,0,0,213211,2.04250387311329
"164",164,10,241,19,"english","blue things",0.2,"red things",0.7,"green things",0.2,"clouds",0.75,"circles",0.2,"squares",0.1,132,132,123,"polka-dotted",212132,"False",2,3,1,16,16,22,0.71429,0.19048,0.09524,NA,NA,NA,0.18182,0.63636,0.18182,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.66667,0,213221,2.19722457733622
"165",165,10,1684,20,"english","solid things",0.25,"striped things",0.9,"polka-dotted things",0.15,"clouds",0.15,"circles",0.7,"squares",0.15,222,313,313,"red",121212,"False",3,2,1,14,21,21,0.15,0.7,0.15,0.19231,0.69231,0.11538,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0,0.66667,0.33333,0.33333,0.66667,0,121212,2.19722457733622
"166",166,11,1792,6,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.25,"polka-dotted things",0.25,311,311,331,"blue",322132,"True",3,1,2,3,3,9,0.33333,0.33333,0.33333,0.5,0.25,0.25,NA,NA,NA,0.33333,0.33333,0.33333,0.44611,0.33333,0.22055,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,323221,2.15476043348165
"167",167,11,769,7,"English","clouds",0.5,"circles",0.2,"squares",0.5,"solid things",0.5,"striped things",0.2,"polka-dotted things",0.5,111,221,223,"blue",211212,"True",3,1,2,1,5,23,0.41667,0.16667,0.41667,0.41667,0.16667,0.41667,NA,NA,NA,0.51685,0.14981,0.33333,0.51685,0.14981,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,211212,2.09829507416562
"168",168,11,34,8,"English","blue things",0.5,"red things",0.5,"green things",0.15,"clouds",0.25,"circles",0.5,"squares",0.75,332,112,113,"polka-dotted",122112,"False",2,3,1,18,10,19,0.16667,0.33333,0.5,NA,NA,NA,0.43478,0.43478,0.13043,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0.33333,0.66667,0.33333,0.66667,0,122112,2.19722457733622
"169",169,11,2131,9,"English","solid things",0.5,"striped things",0.75,"polka-dotted things",0.2,"clouds",0.75,"circles",0.5,"squares",0.1,121,313,332,"blue",111112,"False",3,2,1,4,21,18,0.55556,0.37037,0.07407,0.34483,0.51724,0.13793,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,1,0,1,0,0,111211,2.19722457733622
"170",170,11,183,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.75,"striped things",0.5,"polka-dotted things",0.25,211,231,231,"circle",323212,"True",1,3,2,2,8,8,NA,NA,NA,0.5,0.33333,0.16667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.54424,0.33333,0.12243,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,323212,2.11903992484678
"171",171,11,1323,11,"English","solid things",0.5,"striped things",0.25,"polka-dotted things",0.7,"clouds",0.2,"circles",0.2,"squares",0.45,332,323,133,"red",122122,"False",3,2,1,18,24,25,0.23529,0.23529,0.52941,0.34483,0.17241,0.48276,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0,0.66667,0.33333,0.66667,0,122122,2.19722457733622
"172",172,11,1434,12,"English","blue things",0.25,"red things",0.25,"green things",0.9,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.2,123,122,131,"cloud",322111,"True",1,3,2,22,13,7,NA,NA,NA,0.41667,0.41667,0.16667,0.17857,0.17857,0.64286,0.33333,0.33333,0.33333,0.33333,0.45369,0.21298,0.1901,0.16979,0.64012,0.33333,0.33333,0.33333,0.33333,0.66667,0,0,0,1,322111,1.94472112835076
"173",173,11,85,13,"English","blue things",0.25,"red things",0.55,"green things",0.75,"clouds",0.15,"circles",0.75,"squares",0.3,233,323,121,"polka-dotted",122111,"False",2,3,1,26,24,4,0.125,0.625,0.25,NA,NA,NA,0.16129,0.35484,0.48387,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.33333,0,0.66667,0,0.33333,0.66667,122111,2.19722457733622
"174",174,11,1583,14,"English","solid things",0.75,"striped things",0.2,"polka-dotted things",0.5,"blue things",0.25,"red things",0.5,"green things",0.75,313,313,321,"square",322121,"True",1,2,3,21,21,6,NA,NA,NA,0.51724,0.13793,0.34483,0.16667,0.33333,0.5,0.33333,0.33333,0.33333,0.43316,0.23351,0.33333,0.23351,0.33333,0.43316,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.33333,0.66667,322121,2.03916482444488
"175",175,11,1134,15,"English","solid things",0.5,"striped things",0.8,"polka-dotted things",0.2,"blue things",0.5,"red things",0.1,"green things",0.75,223,232,232,"circle",321212,"True",1,2,3,23,17,17,NA,NA,NA,0.33333,0.53333,0.13333,0.37037,0.07407,0.55556,0.33333,0.33333,0.33333,0.33333,0.55266,0.11401,0.33333,0.11401,0.55266,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,321212,1.86920717104518
"176",176,11,781,16,"English","clouds",0.7,"circles",0.5,"squares",0.2,"blue things",0.85,"red things",0.5,"green things",0.15,131,333,313,"polka-dotted",211212,"True",2,1,3,7,27,21,0.5,0.35714,0.14286,NA,NA,NA,0.56667,0.33333,0.1,0.51685,0.33333,0.14981,0.33333,0.33333,0.33333,0.51685,0.33333,0.14981,0.66667,0.33333,0,0,0.33333,0.66667,0.66667,0.33333,0,211212,1.92359330167234
"177",177,11,458,17,"English","blue things",0.2,"red things",0.25,"green things",0.85,"clouds",0.75,"circles",0.3,"squares",0.3,113,212,321,"solid",211111,"True",2,3,1,19,11,6,0.55556,0.22222,0.22222,NA,NA,NA,0.15385,0.19231,0.65385,0.52691,0.13976,0.33333,0.33333,0.33333,0.33333,0.33333,0.13976,0.52691,1,0,0,0.66667,0,0.33333,0,0,1,211111,2.00378011529185
"178",178,11,1450,18,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.8,"blue things",0.1,"red things",0.2,"green things",0.8,333,332,311,"square",322111,"True",1,2,3,27,18,3,NA,NA,NA,0.27778,0.27778,0.44444,0.09091,0.18182,0.72727,0.33333,0.33333,0.33333,0.21298,0.33333,0.45369,0.1901,0.16979,0.64012,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0,1,322111,1.88380810455865
"179",179,11,2067,19,"English","solid things",0.75,"striped things",0.25,"polka-dotted things",0.25,"clouds",0.2,"circles",0.2,"squares",0.8,312,132,222,"red",321111,"True",3,2,1,12,16,14,0.16667,0.16667,0.66667,0.6,0.2,0.2,NA,NA,NA,0.17331,0.17331,0.65339,0.65339,0.17331,0.17331,0.33333,0.33333,0.33333,0,0,1,1,0,0,0.33333,0.33333,0.33333,321111,1.82438377404704
"180",180,11,803,20,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,232,213,121,"polka-dotted",112111,"False",2,3,1,17,20,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0,1,0,1,0,112111,2.19722457733622
"181",181,12,317,6,"english","clouds",0,"circles",0,"squares",0.8,"solid things",0.9,"striped things",0,"polka-dotted things",0.15,313,333,322,"green",213211,"True",3,1,2,21,27,15,0,0,1,0.85714,0,0.14286,NA,NA,NA,0.33333,0.33333,0.33333,0.63057,0.33333,0.0361,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,1,0,0,0.33333,0,0.66667,213211,1.96837074685165
"182",182,12,2212,7,"english","solid things",0.5,"striped things",0.85,"polka-dotted things",0.05,"blue things",0.5,"red things",0.5,"green things",0.5,223,213,233,"circle",323211,"True",1,2,3,23,20,26,NA,NA,NA,0.35714,0.60714,0.03571,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.05137,0.89727,0.05137,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.33333,0.33333,0.33333,323211,2.3307311223258
