"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"11",11,0,1008,16,"English","blue things",0.5,"red things",0.85,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,322,221,212,"striped",212212,"True",2,3,1,15,5,11,0.33333,0.33333,0.33333,NA,NA,NA,0.27027,0.45946,0.27027,0.33333,0,0.66667,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.2773,0.38937,0.32668,0.33999,0.33333,0.27782,0.38885,0.33333,212212,139.983133265558
"12",12,0,1718,17,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.35,"polka-dotted things",0.75,233,223,321,"green",212112,"True",3,1,2,26,23,6,0.33333,0.33333,0.33333,0.3125,0.21875,0.46875,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33945,0.32722,0.33333,0.27593,0.39073,0.32722,0.33333,0.33945,212112,52.0010393075473
"13",13,0,1531,18,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.75,223,221,121,"striped",322112,"True",2,1,3,23,5,4,0.33333,0.33333,0.33333,NA,NA,NA,0.28571,0.28571,0.42857,0,0.66667,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.29425,0.37242,0.33333,0.33333,0.33333,0.33333,0.26115,0.33333,0.40551,322112,143.541770869487
"14",14,0,652,19,"English","blue things",0.5,"red things",0.75,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,112,133,311,"cloud",212211,"True",1,3,2,10,25,3,NA,NA,NA,0.33333,0.33333,0.33333,0.28571,0.42857,0.28571,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.35714,0.64286,0,0.33982,0.33333,0.32685,0.38748,0.33333,0.27919,0.32501,0.40784,0.26714,212211,143.649131430792
"15",15,0,1148,20,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.75,"green things",0.3,232,333,333,"polka-dotted",321212,"True",2,1,3,17,27,27,0.33333,0.33333,0.33333,NA,NA,NA,0.32258,0.48387,0.19355,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.40779,0.25888,0.33333,0.33333,0.33333,0.33333,0.40779,0.25888,321212,122.879425993569
"16",16,1,552,6,"english","solid things",0.4,"striped things",0.6,"polka-dotted things",0.65,"blue things",0,"red things",0.5,"green things",1,133,131,331,"cloud",213212,"True",1,2,3,25,7,9,NA,NA,NA,0.24242,0.36364,0.39394,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.46245,0.33333,0.20422,0.33333,0.33333,0.33333,0.04788,0.33333,0.61879,213212,1.73512645696292
"17",17,1,1859,7,"english","solid things",0,"striped things",0.6,"polka-dotted things",0.95,"blue things",0.5,"red things",0.5,"green things",0.5,133,313,313,"cloud",123212,"False",1,2,3,25,21,21,NA,NA,NA,0,0.3871,0.6129,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57874,0.33333,0.08792,0.08792,0.33333,0.57874,0.33333,0.33333,0.33333,123212,2.19722457733622
"18",18,1,1690,8,"english","clouds",1,"circles",1,"squares",0.4,"blue things",1,"red things",0.5,"green things",0.05,211,123,123,"solid",121212,"False",2,1,3,2,22,22,0.41667,0.41667,0.16667,NA,NA,NA,0.64516,0.32258,0.03226,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.08539,0.58127,0.33333,0.58127,0.08539,0.33333,0.58127,0.33333,0.08539,121212,2.19722457733622
"19",19,1,1417,9,"english","clouds",0,"circles",0,"squares",1,"solid things",1,"striped things",0.5,"polka-dotted things",0.5,313,333,123,"green",322111,"True",3,1,2,21,27,22,0,0,1,0.5,0.25,0.25,NA,NA,NA,0,0.33333,0.66667,1,0,0,0.33333,0.33333,0.33333,0.09889,0.33333,0.56778,0.83903,0.08249,0.07847,0.33333,0.33333,0.33333,322111,115.474429243606
"20",20,1,1733,10,"english","solid things",0,"striped things",1,"polka-dotted things",0.5,"clouds",0,"circles",1,"squares",0.5,223,213,112,"green",212112,"True",3,2,1,23,20,10,0,0.66667,0.33333,0,0.66667,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.20881,0.45786,0.33333,0.04861,0.61805,0.33333,0.33333,0.20881,0.45786,212112,1.73512645696292
"21",21,1,733,11,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",1,"blue things",0.75,"red things",0.5,"green things",0.5,131,132,221,"cloud",212122,"True",1,2,3,7,16,5,NA,NA,NA,0.25,0.25,0.5,0.42857,0.28571,0.28571,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.45786,0.20881,0.33333,0.33333,0.20881,0.45786,0.59676,0.0699,0.33333,212122,67.408070084637
"22",22,1,341,12,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",1,"circles",0.5,"squares",0,132,332,222,"polka-dotted",213211,"True",2,3,1,16,18,14,0.66667,0.33333,0,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.74602,0.1842,0.06978,0.33333,0.2062,0.46047,0.33333,0.33333,0.33333,213211,1.73512645696292
"23",23,1,1919,13,"english","clouds",1,"circles",0.2,"squares",0.5,"solid things",1,"striped things",0.55,"polka-dotted things",0,113,231,232,"green",111212,"False",3,1,2,19,8,17,0.58824,0.11765,0.29412,0.64516,0.35484,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57639,0.09028,0.33333,0.57639,0.33333,0.09028,0.16449,0.16449,0.67102,111212,2.19722457733622
"24",24,1,2300,14,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,132,132,131,"red",213232,"False",3,2,1,16,16,7,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.20827,0.4584,0.33333,213232,2.19722457733622
"25",25,1,1196,15,"english","blue things",0.5,"red things",0,"green things",0.7,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,223,222,323,"circle",212232,"True",1,3,2,23,14,24,NA,NA,NA,0.33333,0.33333,0.33333,0.41667,0,0.58333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.46245,0.20422,0.33333,0.33333,0.33333,0.33333,0.07094,0.59573,213222,1.79288872200959
"26",26,1,267,16,"english","solid things",0.5,"striped things",0.2,"polka-dotted things",0.8,"clouds",0,"circles",0.5,"squares",0.35,233,123,232,"green",212222,"True",3,2,1,26,22,17,0,0.58824,0.41176,0.33333,0.13333,0.53333,NA,NA,NA,0,0.66667,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.07391,0.59276,0.33333,0.33333,0.07391,0.59276,0.33333,0.20141,0.46525,212222,31.9604173114246
"27",27,1,178,17,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0,"red things",0.5,"green things",1,323,321,321,"striped",323212,"True",2,1,3,24,6,6,0.33333,0.33333,0.33333,NA,NA,NA,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.03283,0.33333,0.63383,323212,1.73512645696292
"28",28,1,1095,18,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0,"red things",0.5,"green things",1,123,321,221,"cloud",113212,"False",1,2,3,22,6,5,NA,NA,NA,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66339,0.16831,0.16831,0.33333,0.33333,0.33333,0.09333,0.33333,0.57334,113212,2.19722457733622
"29",29,1,2090,19,"english","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,121,211,331,"blue",321111,"True",3,2,1,4,2,9,1,0,0,0,1,0,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.84242,0.07879,0.07879,0.07879,0.84242,0.07879,0.33333,0.33333,0.33333,321111,9.21034037197618e-98
"30",30,1,676,20,"english","clouds",0,"circles",0.5,"squares",0.5,"blue things",0,"red things",0,"green things",1,333,132,321,"polka-dotted",212211,"True",2,1,3,27,16,6,0,0.5,0.5,NA,NA,NA,0,0,1,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.35714,0,0.64286,0.07009,0.33333,0.59658,0.33333,0.2034,0.46327,0.18418,0.07287,0.74295,212211,1.19387145066718
"31",31,2,1527,6,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,213,212,222,"circle",322112,"True",1,2,3,20,11,14,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.42244,0.24423,0.33333,0.33333,0.15033,0.51634,322112,154.547652142673
"32",32,2,392,7,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,112,312,322,"cloud",122132,"False",1,3,2,10,12,15,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123221,2.19722457733622
"33",33,2,1156,8,"English","solid things",0.05,"striped things",0.05,"polka-dotted things",0.9,"clouds",0.5,"circles",0.5,"squares",0.5,232,222,231,"red",212232,"True",3,2,1,17,14,8,0.33333,0.33333,0.33333,0.05,0.05,0.9,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.21975,0.44692,0.33333,0.33333,0.33333,213222,13.0357375342186
"34",34,2,1981,9,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,211,211,211,"circle",323232,"False",1,3,2,2,2,2,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"35",35,2,646,10,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,223,221,332,"green",112121,"False",3,2,1,23,5,18,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112121,2.19722457733622
"36",36,2,1284,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,223,111,332,"green",111111,"False",3,1,2,23,1,18,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111111,2.19722457733622
"37",37,2,307,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.95,"circles",0.5,"squares",0.05,131,331,211,"polka-dotted",213211,"True",2,3,1,7,9,2,0.63333,0.33333,0.03333,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.49929,0.33333,0.16737,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213211,9.41041010027641
"38",38,2,2250,13,"English","clouds",0.95,"circles",0,"squares",0.05,"blue things",0.5,"red things",0.5,"green things",0.5,131,231,331,"polka-dotted",323211,"True",2,1,3,7,8,9,0.95,0,0.05,NA,NA,NA,0.33333,0.33333,0.33333,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.59864,0.20068,0.20068,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211,12.6115377536383
"39",39,2,437,14,"English","solid things",0.95,"striped things",0.05,"polka-dotted things",0.05,"blue things",0.5,"red things",0.05,"green things",0.95,213,232,222,"circle",321112,"True",1,2,3,20,17,14,NA,NA,NA,0.90476,0.04762,0.04762,0.33333,0.03333,0.63333,0.33333,0.33333,0.33333,1,0,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.63337,0.18332,0.18332,0.33333,0.14964,0.51702,321211,30.272186199809
"40",40,2,1114,15,"English","solid things",0.05,"striped things",0.9,"polka-dotted things",0.5,"clouds",0.9,"circles",0.5,"squares",0,122,312,312,"red",321212,"True",3,2,1,13,12,12,0.64286,0.35714,0,0.03448,0.62069,0.34483,NA,NA,NA,0.66667,0.33333,0,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.539,0.33333,0.12767,0.12767,0.539,0.33333,0.33333,0.33333,0.33333,321212,9.25674474252752
"41",41,2,1525,16,"English","blue things",0.95,"red things",0.5,"green things",0.05,"clouds",0.95,"circles",0.5,"squares",0.1,111,113,313,"solid",322112,"True",2,3,1,1,19,21,0.6129,0.32258,0.06452,NA,NA,NA,0.63333,0.33333,0.03333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.42244,0.33333,0.24423,0.33333,0.33333,0.33333,0.51634,0.33333,0.15033,322112,23.7461685367571
"42",42,2,1427,17,"English","solid things",0.05,"striped things",0.95,"polka-dotted things",0.5,"blue things",0,"red things",0,"green things",0.95,123,121,112,"cloud",322111,"True",1,2,3,22,4,10,NA,NA,NA,0.03333,0.63333,0.33333,0,0,1,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0,1,0.33333,0.33333,0.33333,0.24515,0.42152,0.33333,0.1945,0.22528,0.58022,322111,8.2806541703624
"43",43,2,185,18,"English","solid things",0.05,"striped things",0.5,"polka-dotted things",0.9,"clouds",0.5,"circles",0.5,"squares",0.5,331,311,311,"blue",323212,"True",3,2,1,9,3,3,0.33333,0.33333,0.33333,0.03448,0.34483,0.62069,NA,NA,NA,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.13603,0.33333,0.53064,0.33333,0.33333,0.33333,323212,9.69534139846395
"44",44,2,1630,19,"English","clouds",0,"circles",0.95,"squares",0,"blue things",0.95,"red things",0.5,"green things",0.05,221,123,313,"striped",211112,"True",2,1,3,5,22,21,0,1,0,NA,NA,NA,0.63333,0.33333,0.03333,0,0.69231,0.30769,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.14873,0.52907,0.3222,0.33333,0.33333,0.33333,0.48146,0.33333,0.1852,211211,8.66385580409209
"45",45,2,1249,20,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,323,122,111,"green",112112,"False",3,2,1,24,13,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112112,2.19722457733622
"46",46,3,1501,6,"English","clouds",0.8,"circles",0.55,"squares",0.5,"blue things",0.8,"red things",0.1,"green things",0.5,121,321,322,"striped",322112,"True",2,1,3,4,6,15,0.43243,0.2973,0.27027,NA,NA,NA,0.57143,0.07143,0.35714,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.55279,0.33333,0.11387,0.33333,0.33333,0.33333,0.47731,0.18936,0.33333,322112,79.9282799671568
"47",47,3,1592,7,"English","blue things",0.55,"red things",0.95,"green things",0.1,"clouds",0.05,"circles",0.95,"squares",0.5,232,232,133,"polka-dotted",322121,"True",2,3,1,17,17,25,0.03333,0.63333,0.33333,NA,NA,NA,0.34375,0.59375,0.0625,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.21449,0.45217,0.33333,0.33333,0.33333,0.33333,0.33333,0.45217,0.21449,322121,23.2266326430993
"48",48,3,79,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,323,121,112,"square",122111,"False",1,3,2,24,4,10,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122111,2.19722457733622
"49",49,3,1750,9,"English","blue things",0,"red things",0.9,"green things",0.45,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,232,231,321,"circle",212112,"True",1,3,2,17,8,6,NA,NA,NA,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.14714,0.51953,0.33333,212112,1.73512645696292
"50",50,3,1572,10,"English","blue things",0.95,"red things",0.05,"green things",0.5,"solid things",0.95,"striped things",0,"polka-dotted things",0.5,311,311,322,"square",322121,"True",1,3,2,3,3,15,NA,NA,NA,0.65517,0,0.34483,0.63333,0.03333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.45217,0.21449,0.33333,0.45217,0.21449,0.33333,322121,8.91452042325855
"51",51,3,1491,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,133,111,121,"green",123211,"False",3,1,2,25,1,4,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211,2.19722457733622
"52",52,3,1331,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,122,321,312,"cloud",122122,"False",1,3,2,13,6,12,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122122,2.19722457733622
"53",53,3,883,13,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,233,131,323,"circle",112122,"False",1,3,2,26,7,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112122,2.19722457733622
"54",54,3,2313,14,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,232,232,"square",123232,"False",1,3,2,18,17,17,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123232,2.19722457733622
"55",55,3,273,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.9,"squares",0.15,233,323,231,"green",212222,"True",3,2,1,26,24,8,0.32258,0.58065,0.09677,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.66667,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.50363,0.16304,0.33333,0.16304,0.50363,0.33333,0.33333,0.33333,212222,100.081783173632
"56",56,3,1621,16,"English","clouds",0.95,"circles",0.15,"squares",0.5,"solid things",0.05,"striped things",0.9,"polka-dotted things",0.5,132,212,221,"red",211112,"True",3,1,2,16,11,5,0.59375,0.09375,0.3125,0.03448,0.62069,0.34483,NA,NA,NA,0.66667,0,0.33333,0,0.30769,0.69231,0.33333,0.33333,0.33333,0.51601,0.15065,0.33333,0.11091,0.32338,0.56572,0.33333,0.33333,0.33333,211211,30.983449986757
"57",57,3,419,17,"English","solid things",0.05,"striped things",1,"polka-dotted things",0,"blue things",0.5,"red things",0.05,"green things",0.9,123,132,112,"cloud",321112,"True",1,2,3,22,16,10,NA,NA,NA,0.04762,0.95238,0,0.34483,0.03448,0.62069,0.33333,0.33333,0.33333,0,1,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.14222,0.71555,0.14222,0.33333,0.11054,0.55613,321211,19.5689207332784
"58",58,3,169,18,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.95,"green things",0.05,322,323,323,"square",323212,"True",1,2,3,15,24,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.63333,0.03333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.56063,0.10604,323212,9.42229926507436
